Image,Quality_Score
12815_MaryTylerMoore_31_f.jpg,0.87798935
14200_GeraldinePage_34_f.jpg,1.0
2101_MelBrooks_48_m.jpg,0.002036583
14038_JudyGarland_16_f.jpg,1.0
7114_GladysCooper_54_m.jpg,0.9999994
14332_KristinScottThomas_29_f.jpg,0.79310185
4572_Fernandel_54_m.jpg,1.0
4473_WilliamDafoe_45_m.jpg,0.99979264
13171_JoanLorring_24_f.jpg,0.9999995
14811_SilvanaMangano_43_f.jpg,0.999816
14695_ElizabethTaylor_13_f.jpg,0.025651662
998_CarlSagan_25_m.jpg,0.99990654
8188_PeterUstinov_75_m.jpg,0.9965894
6003_JohnHuston_59_m.jpg,0.95545954
2423_ChevyChase_30_m.jpg,0.54648226
7927_GeorgePeppard_64_m.jpg,1.0
14933_MerkouriMelina_43_f.jpg,0.9999989
8581_DavidCarradine_30_m.jpg,1.0
3795_SeanConnery_67_m.jpg,1.0
10535_JoanCollins_33_f.jpg,0.9995189
3509_MarisaPavan_64_m.jpg,0.9247337
3082_BruceWillis_42_m.jpg,0.9936864
2774_MickJagger_23_m.jpg,0.9995022
1378_GiorgosSeferis_65_m.jpg,0.999961
21_MariaCallas_26_f.jpg,1.0
14733_MarleneDietrich_51_f.jpg,0.48315775
4349_RalphMacchio_29_m.jpg,0.7558978
113_MickJagger_65_m.jpg,0.99996054
11694_OliviaHussey_14_f.jpg,1.0
2387_BillMurray_27_m.jpg,0.9999635
11656_MireilleDarc_26_f.jpg,0.99999845
3476_LeslieCaron_76_m.jpg,0.019484732
4445_StevenSeagal_51_m.jpg,0.92597085
6363_JamesArness_70_m.jpg,0.95322275
14600_JenniferJones_34_f.jpg,0.9999615
338_Onasis_52_m.jpg,1.0
6278_ErrolFlynn_41_m.jpg,1.0
4894_RomanPolanski_39_m.jpg,1.0
11129_JuneLockhart_48_f.jpg,0.14666122
8223_RandolphScott_40_m.jpg,0.9999975
8243_ReginaldOwen_48_m.jpg,0.9996164
4511_CarlosSantana_52_m.jpg,1.0
5693_RoyRogers_29_m.jpg,0.57833844
8308_RichardCrenna_28_m.jpg,0.9834157
15057_BettyGarrett_53_f.jpg,0.7235585
12970_CatherineDeneuve_64_f.jpg,0.99705267
6608_LouCostello_41_m.jpg,0.75004303
6640_MelFerrer_60_m.jpg,0.58093756
8136_LorneGreene_18_m.jpg,0.9999995
6265_ErrolFlynn_31_m.jpg,1.0
1190_ErnestRutherford_14_m.jpg,0.9999938
4173_HarrisonFord_55_m.jpg,0.99998784
1195_ErnestRutherford_63_m.jpg,0.24288681
14931_MerkouriMelina_62_f.jpg,0.9999957
16_MariaCallas_34_f.jpg,1.0
11056_JeanneMoreau_38_f.jpg,1.0
12324_MelindaDillion_64_f.jpg,1.0
373_DavidSarnoff_45_m.jpg,0.9999999
11206_MonicaVitti_60_f.jpg,1.0
10609_LindaEvans_29_f.jpg,0.99998987
3148_DannyDeVito_53_m.jpg,0.999059
15783_SarahDouglas_21_f.jpg,0.97646654
13236_RoyScheider_74_f.jpg,1.0
5994_JohnHuston_42_m.jpg,0.9999548
12069_ElsaMartinelli_39_f.jpg,0.99999547
5915_HowardKeel_73_m.jpg,0.99999416
7796_AndyGriffith_43_m.jpg,0.9998043
3560_MichaelYork_26_m.jpg,0.24044609
450_BerryGordy_40_m.jpg,0.9999671
10776_OrnellaMuti_40_f.jpg,0.015809515
15859_StВphaneAudran_30_f.jpg,1.0
5585_PatrickStewart_74_m.jpg,0.0008370209
7360_LouisJourdan_67_m.jpg,0.41583648
283_PabloPicasso_39_m.jpg,1.0
8866_CharltonHeaston_39_m.jpg,1.0
12944_CatherineDeneuve_23_f.jpg,0.9999876
8332_RichardCrenna_57_m.jpg,0.99514425
10512_FayeDunaway_38_f.jpg,0.99999845
12485_AnnaMassey_66_f.jpg,1.0
12288_LauraAntonelli_40_f.jpg,1.0
6439_JoanLorring_38_m.jpg,0.99999845
2151_MelGibson_40_m.jpg,0.9917462
14974_AnnJillian_11_f.jpg,0.24602194
8070_JohnForsythe_44_m.jpg,0.9999573
10966_DonnaDouglas_16_f.jpg,0.9995098
11723_SusanSarandon_24_f.jpg,0.9999858
12047_DebbieReynolds_73_f.jpg,0.99999785
181_JhonLenon_25_m.jpg,0.99999535
7204_JohnWayne_25_m.jpg,0.9999999
5449_MartinScorsese_55_m.jpg,1.0
14358_LorettaYoung_17_f.jpg,0.99999976
2655_JerryLewis_37_m.jpg,0.9999933
14740_MarleneDietrich_58_f.jpg,0.058250107
4402_RobertPowell_24_m.jpg,0.99965453
12846_MylКneDemongeot_18_f.jpg,1.0
5244_DavidMcCallum_71_m.jpg,0.99999976
13118_JaneRussell_35_f.jpg,0.039563023
374_DavidSarnoff_38_m.jpg,1.0
5445_KennethBranagh_54_m.jpg,0.9993405
2226_RayLiotta_35_m.jpg,1.0
11324_TanyaRoberts_54_f.jpg,0.016594734
12723_JanetLeigh_58_f.jpg,1.0
10384_AnnMargret_37_f.jpg,0.9999356
10035_HelenHunt_20_f.jpg,0.9999994
7855_ChristopherPlummer_32_m.jpg,0.9999603
12728_JanetLeigh_74_f.jpg,0.9998628
3264_IanMcKellen_28_m.jpg,0.9999472
13298_AmandaRedman_57_f.jpg,0.99977833
2086_JonVoight_72_m.jpg,0.6487802
8907_ChristopherEccleston_50_m.jpg,0.004527858
5962_JeanMarais_37_m.jpg,0.99999917
15380_JanePowell_26_f.jpg,0.9999968
11782_ValerieHarper_20_f.jpg,0.9994436
2996_WoodyAllen_67_m.jpg,0.96265095
3751_RutgerHauer_29_m.jpg,0.99943537
8947_FredMacMurray_27_m.jpg,0.9999999
11032_EmmaThompson_35_f.jpg,0.9978237
16226_RichardPryor_61_m.jpg,1.0
3390_JohnLithgow_48_m.jpg,0.56800526
1636_AlPacino_47_m.jpg,0.00071149674
4951_StevenBerkoff_61_m.jpg,1.0
16457_Tyson_48_f.jpg,0.9999995
498_motherTereza_70_f.jpg,0.9999999
15506_JeanetteMacDonald_48_f.jpg,0.9999987
9230_RobertMitchum_58_m.jpg,0.99999285
4617_JamesGarner_35_m.jpg,0.9999994
15415_JanePowell_78_f.jpg,0.99999785
10994_EllenBurstyn_38_f.jpg,0.99999964
13468_GingerRogers_46_f.jpg,0.96925026
13509_GladysCooper_62_f.jpg,1.0
12872_MylКneDemongeot_68_f.jpg,0.7788715
5566_PatrickStewart_51_m.jpg,0.057607528
2413_BillMurray_53_m.jpg,0.9994931
2298_SamNeill_38_m.jpg,0.99946195
13656_JuneAllyson_83_f.jpg,0.99999964
3619_MikeConnors_68_m.jpg,0.99998224
8887_ChristopherEccleston_30_m.jpg,0.9999993
14527_AudreyHepburn_23_f.jpg,1.0
3718_RogerAllam_30_m.jpg,0.49669358
1413_ErnestHemingway_60_m.jpg,0.99921393
10246_LivUllmann_30_f.jpg,0.9998155
3696_RingoStarr_38_m.jpg,1.0
2230_RayLiotta_40_m.jpg,0.99752885
3319_JeffBridges_10_m.jpg,1.0
9364_GregoryPeck_84_m.jpg,1.0
15148_ConnieBooth_28_f.jpg,1.0
7672_UgoTognazzi_32_m.jpg,0.99816495
12035_DebbieReynolds_41_f.jpg,1.0
1109_GregorMendel_38_m.jpg,0.99967694
8514_CharlesBronson_48_m.jpg,0.9999999
268_michaeljackson_15_m.jpg,0.99999976
6346_JamesArness_39_m.jpg,0.9999999
7335_LouisJourdan_22_m.jpg,0.9999995
15477_JeanetteMacDonald_37_f.jpg,0.99999905
4925_RomanPolanski_80_m.jpg,0.5850759
15081_BettyGarrett_91_f.jpg,0.99988616
11165_LizaMinelli_43_f.jpg,0.9995165
832_HarrySTruman_67_m.jpg,0.99999833
840_HarrySTruman_69_m.jpg,1.0
8320_RichardCrenna_46_m.jpg,0.99999964
3918_TommySands_18_m.jpg,0.9998834
1238_RobertOppenheimer_40_m.jpg,0.9999963
6757_RockHudson_36_m.jpg,0.99452245
4297_KirkDouglas_81_m.jpg,0.999966
14227_IngridBergman_46_f.jpg,0.90749943
11008_EllenBurstyn_64_f.jpg,1.0
7370_LyleTalbot_29_m.jpg,0.9999989
16275_campbell_22_f.jpg,1.0
11106_JodieFoster_43_f.jpg,0.031832036
2594_GeneWilder_66_m.jpg,0.96645457
15117_CatherineSchell_30_f.jpg,0.9995216
4886_RomanPolanski_34_m.jpg,1.0
465_ConradHilton_70_m.jpg,0.005735098
16055_WillSmith_23_m.jpg,0.9999962
1714_EdHarris_56_m.jpg,0.1607408
10963_DaliahLavi_72_f.jpg,0.06430231
2807_PeterFonda_69_m.jpg,0.05011697
10451_BetteMidler_32_f.jpg,1.0
2343_AbeVigoda_70_m.jpg,0.38020226
2482_ClaudeRich_66_m.jpg,1.0
3183_DerekJacobi_63_m.jpg,0.99999976
1652_BobDylan_23_m.jpg,1.0
4163_GenaRowlands_84_m.jpg,0.9995926
12191_ImeldaStaunton_30_f.jpg,1.0
2677_JohnCleese_36_m.jpg,0.9882585
256_michaeljackson_25_m.jpg,0.99999964
3542_MartinSheen_62_m.jpg,0.007409471
15625_KatharineRoss_22_f.jpg,0.9999788
2923_ScottGlenn_42_m.jpg,1.0
5823_FrancesDee_33_m.jpg,0.99999964
12117_EvaMarieSaint_77_f.jpg,0.0040267003
6836_StevenSpielberg_65_m.jpg,0.022657301
4195_HarveyKeitel_52_m.jpg,0.9999999
9803_JaneAsher_24_f.jpg,0.9999981
15294_EdwigeFenech_20_f.jpg,0.9999932
6634_MelFerrer_51_m.jpg,0.21529862
16281_campbell_30_f.jpg,0.9998153
5627_PeterFalk_81_m.jpg,1.0
15826_StefaniePowers_47_f.jpg,0.9905642
9953_ElkeSommer_34_f.jpg,1.0
1204_MendeleievDmitri_70_m.jpg,0.8480957
8851_ArnoldSchwarzenegger_60_m.jpg,0.99908304
5772_BenGazzara_35_m.jpg,0.18045089
14886_BernadetteLafont_51_f.jpg,1.0
10763_OrnellaMuti_27_f.jpg,0.9999654
2817_RonPerlman_35_m.jpg,0.9999999
5015_WarrenBeatty_65_m.jpg,0.99958974
5886_HowardKeel_31_m.jpg,0.87203485
1366_BertrandRussell_85_m.jpg,0.93255115
13879_AnnieGirardot_29_f.jpg,0.27602294
7738_VincentPrice_72_m.jpg,0.9999089
16158_SidneyPoitier_41_m.jpg,0.9999989
10948_DaliahLavi_33_f.jpg,0.0042117303
9486_MaximilianShell_59_m.jpg,0.0009730097
3856_SteveKanaly_52_m.jpg,0.9999994
3118_ChuckNorris_55_m.jpg,0.10770662
4805_PierceBrosnan_50_m.jpg,0.99661994
1432_FriedrichNietzsche_28_m.jpg,0.98135114
12004_CybillShepherd_42_f.jpg,1.0
3288_IanMcKellen_58_m.jpg,0.002087137
8312_RichardCrenna_20_m.jpg,0.9967212
3673_PhilHartman_42_m.jpg,0.0020482936
10311_TerryMoore_28_f.jpg,0.002252112
10266_LivUllmann_69_f.jpg,0.062521525
15269_DyanCannon_53_f.jpg,0.9999999
502_motherTereza_69_f.jpg,0.9999198
4403_RobertPowell_25_m.jpg,0.9999999
16047_MorganFreeman_41_m.jpg,0.9999354
13275_AmandaRedman_31_f.jpg,0.99876213
16451_Tyson_85_f.jpg,1.0
9370_GregoryPeck_70_m.jpg,0.999954
8079_JohnForsythe_56_m.jpg,0.87531376
9387_SteveMcQueen_31_m.jpg,1.0
4957_StevenBerkoff_74_m.jpg,0.0014350886
11103_JodieFoster_36_f.jpg,0.9990113
14279_JoanCrawford_31_f.jpg,0.9999943
5925_JackLarson_24_m.jpg,0.890982
4352_RalphMacchio_32_m.jpg,0.99995697
11623_MaureenOHara_21_f.jpg,0.9999999
4475_WilliamDafoe_47_m.jpg,0.9999994
10030_HelenHunt_13_f.jpg,1.0
1956_JamesBest_52_m.jpg,1.0
16016_RichardPryor_47_m.jpg,0.9999989
14955_AmandaBlake_30_f.jpg,1.0
3604_MikeConnors_42_m.jpg,0.99998116
8444_WalterPidgeon_50_m.jpg,0.9995995
15019_AnnMiller_35_f.jpg,0.05809926
4818_PierceBrosnan_60_m.jpg,1.0
3695_RingoStarr_35_m.jpg,0.9011607
2664_JerryLewis_28_m.jpg,0.9881209
11105_JodieFoster_40_f.jpg,0.001238697
14398_MaryPickford_42_f.jpg,0.9999987
1739_TimCurry_47_m.jpg,0.9999999
2107_MelBrooks_54_m.jpg,0.11277729
13510_GladysCooper_66_f.jpg,0.99999857
16354_Dench_58_f.jpg,1.0
13845_AnneBancroft_31_f.jpg,1.0
15856_StВphaneAudran_27_f.jpg,1.0
15446_JanetEllis_49_f.jpg,0.07645201
3962_BrianDennehy_64_m.jpg,1.0
9605_MarcelloMastroianni_68_m.jpg,1.0
9622_KostasXatzixristos_42_m.jpg,1.0
3251_GeneHackman_81_m.jpg,0.8744858
12953_CatherineDeneuve_35_f.jpg,1.0
3455_LeslieCaron_39_m.jpg,1.0
5114_ArmandAssante_29_m.jpg,1.0
593_QueenElizabet_78_f.jpg,0.81890064
3532_MartinSheen_47_m.jpg,1.0
11681_MireilleDarc_56_f.jpg,1.0
8103_Konstantaras_47_m.jpg,0.99996233
5300_JackLemon_23_m.jpg,0.99270403
9741_DorisDay_73_f.jpg,1.0
9296_BurtLancaster_51_m.jpg,0.60153675
4047_CharlieSheen_49_m.jpg,0.59859127
10353_AnitaEkberg_39_f.jpg,1.0
11504_JulieChristie_24_f.jpg,1.0
5675_RobertDeNiro_40_m.jpg,0.9992342
9096_LawrenceTierney_73_m.jpg,0.99999475
11970_AngelaLansbury_59_f.jpg,0.999734
15388_JanePowell_38_f.jpg,0.9990213
7942_GilbertRoland_26_m.jpg,0.9992378
5930_JackLarson_37_m.jpg,0.98217094
13009_GeraldineChaplin_19_f.jpg,0.99999964
8931_ErnestBorgnine_72_m.jpg,1.0
207_ElvisPresley_22_m.jpg,0.998698
6827_StevenSpielberg_61_m.jpg,0.010449652
16310_Carroll_24_f.jpg,1.0
1026_ClerkMaxwell_37_m.jpg,0.99902964
15580_KateOMara_24_f.jpg,1.0
16356_Dench_78_f.jpg,0.9999995
13873_AnneBancroft_25_f.jpg,0.8314685
15465_JeanetteMacDonald_29_f.jpg,0.98785865
8330_RichardCrenna_53_m.jpg,1.0
2088_JonVoight_74_m.jpg,1.0
9028_HumphreyBogard_41_m.jpg,0.9999999
6410_JamesCoburn_43_m.jpg,0.99999976
5526_NicolasSarkozy_37_m.jpg,0.62876844
11238_PiaLindstrom_69_f.jpg,0.160635
6677_PeterGraves_36_m.jpg,0.9993869
6828_StevenSpielberg_63_m.jpg,0.6069337
1211_MendeleievDmitri_35_m.jpg,0.9994118
10780_OrnellaMuti_45_f.jpg,0.54641134
13105_GretaGarbo_85_f.jpg,0.9999988
2983_tomselleck_69_m.jpg,1.0
13532_HelenHayes_44_f.jpg,0.99999607
192_JhonLenon_19_m.jpg,1.0
9278_BurtLancaster_39_m.jpg,0.9999995
10752_OrnellaMuti_15_f.jpg,0.9999931
12585_DonnaReed_43_f.jpg,0.016950855
1906_EdwardFox_32_m.jpg,0.99999845
779_AdolfHitlerr_30_m.jpg,0.99493873
1898_AlanYoung_90_m.jpg,1.0
3967_BrianDennehy_68_m.jpg,1.0
5000_WarrenBeatty_33_m.jpg,0.91713077
4459_WilliamDafoe_27_m.jpg,1.0
11903_BeaArthur_62_f.jpg,0.87321347
13244_ShirleyMacLaine_17_f.jpg,1.0
13405_DanielleDarrieux_17_f.jpg,0.9999875
1993_JamesCaan_36_m.jpg,0.42404258
6986_ChristopherWalken_17_m.jpg,0.9999969
12072_ElsaMartinelli_49_f.jpg,1.0
14259_JanetGaynor_74_f.jpg,0.9999708
8824_ArnoldSchwarzenegger_30_m.jpg,0.9999999
4141_GenaRowlands_52_m.jpg,1.0
14673_ClaudetteColbert_42_f.jpg,1.0
15068_BettyGarrett_71_f.jpg,0.0006915619
1225_ClaudeLВviStrauss_95_m.jpg,1.0
1124_FaradayMichael_60_m.jpg,0.073298395
3437_KevinSpacey_48_m.jpg,0.002258566
12320_MelindaDillion_55_f.jpg,1.0
8378_SpencerTracy_32_m.jpg,1.0
14796_SilvanaMangano_27_f.jpg,0.9999095
1616_AlCorley_58_m.jpg,0.98875296
15434_JanetEllis_30_f.jpg,1.0
1399_SartreJeanPaul_58_m.jpg,1.0
14495_SusanHayward_39_f.jpg,0.9999883
7981_GiulianoGemma_28_m.jpg,0.9997192
15393_JanePowell_48_f.jpg,0.25806504
8149_LorneGreene_52_m.jpg,0.011827925
12758_KathleenTurner_31_f.jpg,0.9998838
5673_RayDanton_45_m.jpg,0.9999999
8230_RandolphScott_52_m.jpg,0.9976101
10587_KimBasinger_31_f.jpg,1.0
9867_KimNovak_72_f.jpg,0.9958935
7604_SylvesterStallone_56_m.jpg,0.9771367
2365_AlainDelon_68_m.jpg,0.67855906
8994_GeorgeCScott_46_m.jpg,0.9999999
8940_ErnestBorgnine_88_m.jpg,1.0
13426_DanielleDarrieux_49_f.jpg,0.999997
10369_AnitaEkberg_82_f.jpg,0.9369342
16018_NelsonMandela_40_m.jpg,0.9999999
11303_SophiaLoren_26_f.jpg,0.9962159
14842_SimoneSignoret_37_f.jpg,0.98974353
1651_BobDylan_23_m.jpg,0.99984777
8665_JohnCassavetes_33_m.jpg,1.0
9646_BoDerek_25_f.jpg,1.0
12059_ElsaMartinelli_21_f.jpg,0.98908454
11188_MonicaVitti_33_f.jpg,1.0
11719_OliviaHussey_57_f.jpg,1.0
7393_LyleTalbot_66_m.jpg,1.0
1446_FriedrichNietzsche_28_m.jpg,0.96573913
1946_JamesBest_33_m.jpg,0.9999802
5382_JohnMalkovich_46_m.jpg,1.0
11047_JeanneMoreau_29_f.jpg,0.999984
3504_MarisaPavan_51_m.jpg,0.9999095
10196_JulieAdams_34_f.jpg,0.9999994
4518_DustinHoffman_60_m.jpg,0.97356445
14187_GeraldinePage_37_f.jpg,0.99999917
1075_FlemingAlex_70_m.jpg,1.0
13978_GloriaSwanson_28_f.jpg,0.75955635
11153_LizaMinelli_27_f.jpg,1.0
1591_IanHolm_81_m.jpg,0.048634484
12140_FrancescaAnnis_33_f.jpg,0.95809144
12899_RuthGordon_76_f.jpg,0.99999917
4430_RobertPowell_67_m.jpg,1.0
13230_RoyScheider_60_f.jpg,0.00021334374
4517_DustinHoffman_29_m.jpg,0.99999475
7264_KrisKristofferson_69_m.jpg,0.9888565
8016_GiulianoGemma_75_m.jpg,0.99992156
9600_MarcelloMastroianni_62_m.jpg,0.020312022
6579_LexBarker_32_m.jpg,0.27671954
8539_CharlieChaplin_45_m.jpg,0.96786577
14290_JoanCrawford_32_f.jpg,0.9415045
2105_MelBrooks_52_m.jpg,0.92457366
9752_TomJones_23_f.jpg,0.999992
3185_DerekJacobi_66_m.jpg,0.99964726
8254_ReginaldOwen_57_m.jpg,0.9999999
1302_RitaLeviMontalcini_98_f.jpg,0.010217641
13614_JessicaTandy_46_f.jpg,0.85553926
11674_MireilleDarc_45_f.jpg,1.0
13673_LilliPalmer_38_f.jpg,0.88810205
4808_PierceBrosnan_52_m.jpg,0.008969625
1528_Bono_22_m.jpg,0.9999995
8069_JohnForsythe_43_m.jpg,0.47309136
12498_AnneBaxter_28_f.jpg,0.06703387
8443_WalterPidgeon_49_m.jpg,1.0
9380_SteveMcQueen_30_m.jpg,0.99998724
10258_LivUllmann_47_f.jpg,0.76767695
5998_JohnHuston_49_m.jpg,0.9999958
2453_ChevyChase_58_m.jpg,0.0032616341
11068_JeanneMoreau_63_f.jpg,0.9999596
2117_MelBrooks_73_m.jpg,0.98733157
2751_LiamNeeson_37_m.jpg,1.0
12222_IsabelleAdjani_19_f.jpg,1.0
