Image,MS,Adj_MS,Emotion_Similarity,Label,Combined_Score,Quality_Score
4983_TimothyDalton_61_m.jpg,0.59,0.52,0.46,1,0.65,0.40394586
2112_MelBrooks_61_m.jpg,0.6,0.55,0.12,1,0.3,0.45887163
6926_BorisKarloff_65_m.jpg,0.43,0.34,0.11,0,0.21,0.36640915
11641_MaureenOHara_78_f.jpg,0.52,0.41,0.03,1,0.14,0.34680727
5806_ClarkGable_30_m.jpg,0.59,0.44,0.07,1,0.21,0.2827537
14549_AudreyHepburn_32_f.jpg,0.6,0.41,0.44,1,0.6,0.6959585
9755_TomJones_25_f.jpg,0.42,0.27,0.27,0,0.37,0.43440554
10707_MaggieSmith_47_f.jpg,0.33,0.27,0.09,0,0.15,0.2791376
1076_FlemingAlex_73_m.jpg,0.67,0.5,0.09,1,0.26,0.34731156
4893_RomanPolanski_37_m.jpg,0.47,0.41,0.4,0,0.55,0.39621234
14209_GeraldinePage_48_f.jpg,0.37,0.28,0.14,0,0.22,0.33970428
786_akistsoxatzopoulos_43_m.jpg,0.55,0.5,0.14,1,0.31,0.42002854
4664_JeffGoldblum_54_m.jpg,0.62,0.51,0.42,1,0.61,0.4262081
2472_ClaudeRich_52_m.jpg,0.47,0.43,0.21,0,0.36,0.38978463
10839_RaquelWelch_45_f.jpg,0.61,0.51,0.26,1,0.45,0.4974424
6242_DirkBogarde_40_m.jpg,0.38,0.32,0.12,0,0.21,0.5678857
16099_DannyGlover_70_m.jpg,0.59,0.46,0.48,1,0.65,0.41548797
2594_GeneWilder_66_m.jpg,0.62,0.57,0.17,1,0.37,0.31244093
7848_AnthonyQuayle_67_m.jpg,0.55,0.49,0.2,1,0.37,0.39356938
5690_RoyRogers_25_m.jpg,0.6,0.47,0.2,1,0.37,0.75692976
4902_RomanPolanski_47_m.jpg,0.44,0.38,0.4,0,0.54,0.60859215
13141_JaneWyman_31_f.jpg,0.61,0.48,0.36,1,0.55,0.3687616
5103_AnthonyHopkins_59_m.jpg,0.57,0.45,0.18,1,0.34,0.29190588
13467_GingerRogers_44_f.jpg,0.58,0.44,0.43,1,0.6,0.71585983
15291_DyanCannon_40_f.jpg,0.56,0.31,0.81,1,0.87,0.7702994
7545_RobertMorley_75_m.jpg,0.46,0.35,0.18,0,0.3,0.3891505
3186_DerekJacobi_68_m.jpg,0.56,0.5,0.12,1,0.29,0.4259175
402_SteveJobsb_47_m.jpg,0.57,0.39,0.31,1,0.47,0.5075244
1738_TimCurry_46_m.jpg,0.57,0.49,0.14,1,0.31,0.34068537
543_angelamerkel_55_f.jpg,0.58,0.4,0.11,1,0.25,0.31143773
8083_JohnForsythe_64_m.jpg,0.52,0.46,0.07,1,0.21,0.4243105
3424_KevinSpacey_38_m.jpg,0.59,0.47,0.03,1,0.17,0.46126246
8712_MurrayHamilton_63_m.jpg,0.36,0.32,0.21,0,0.31,0.31825054
5662_RayDanton_32_m.jpg,0.62,0.48,0.14,1,0.31,0.35790682
7314_LinoVentura_45_m.jpg,0.6,0.5,0.37,1,0.56,0.49578464
3765_RutgerHauer_46_m.jpg,0.46,0.38,0.32,0,0.46,0.4348319
6137_DanaAndrews_36_m.jpg,0.55,0.49,0.08,1,0.23,0.38984677
9916_AliMacGraw_29_f.jpg,0.27,0.21,0.36,0,0.42,0.2438038
526_AlKapone_30_m.jpg,0.56,0.41,0.0,1,0.11,0.30435658
3696_RingoStarr_38_m.jpg,0.57,0.49,0.54,1,0.71,0.28912932
4066_ClintWalker_43_m.jpg,0.51,0.45,0.25,1,0.41,0.36126044
1108_CharlesDarwin_55_m.jpg,0.61,0.37,0.33,1,0.49,0.31787658
4780_MichelPiccoli_86_m.jpg,0.51,0.55,0.16,1,0.34,0.35591805
9844_JudyDavis_45_f.jpg,0.57,0.41,0.04,1,0.16,0.4549134
10415_BarbaraBain_46_f.jpg,0.57,0.52,0.03,1,0.18,0.30847263
10989_EllenBurstyn_70_f.jpg,0.62,0.33,0.06,1,0.17,0.29200056
14096_RomySchneider_29_f.jpg,0.44,0.33,0.39,0,0.51,0.3315599
3049_BillNighy_52_m.jpg,0.56,0.47,0.23,1,0.4,0.37087086
7272_LeifErickson_24_m.jpg,0.58,0.45,0.19,1,0.36,0.3964521
6881_YvesMontand_36_m.jpg,0.57,0.5,0.39,1,0.57,0.42282096
12559_AlikiBoug_35_f.jpg,0.5,0.36,0.28,0,0.42,0.43074384
8805_AnthonyPerkins_47_m.jpg,0.57,0.46,0.44,1,0.61,0.45201573
10506_FayeDunaway_29_f.jpg,0.35,0.27,0.11,0,0.18,0.35614386
3495_MarisaPavan_31_m.jpg,0.5,0.43,0.12,0,0.26,0.5225202
8902_ChristopherEccleston_46_m.jpg,0.5,0.4,0.58,0,0.71,0.43968114
7239_JosephCotten_70_m.jpg,0.49,0.43,0.38,0,0.54,0.34820423
7616_TellySavalas_43_m.jpg,0.42,0.36,0.48,0,0.6,0.31083566
7033_DavidNiven_32_m.jpg,0.63,0.54,0.5,1,0.69,0.45161173
16426_Turner_46_f.jpg,0.38,0.31,0.47,0,0.57,0.4756024
6566_LeeJCobb_48_m.jpg,0.49,0.39,0.24,0,0.38,0.40986377
1648_BobDylan_20_m.jpg,0.4,0.31,0.5,0,0.6,0.26024765
203_ElvisPresley_15_m.jpg,0.56,0.42,0.43,1,0.59,0.3097815
9527_CHARLIERUGGLES_79_m.jpg,0.57,0.55,0.13,1,0.31,0.4418591
6337_JamesArness_30_m.jpg,0.55,0.43,0.34,1,0.51,0.28165144
10818_PeggyLipton_59_f.jpg,0.63,0.53,0.29,1,0.49,0.55008686
14134_SusannahYork_59_f.jpg,0.37,0.31,0.5,0,0.6,0.49623346
16045_MorganFreeman_35_m.jpg,0.51,0.22,0.1,1,0.18,0.28529173
10991_EllenBurstyn_18_f.jpg,0.53,0.42,0.24,1,0.4,0.5653422
11085_JodieFoster_13_f.jpg,0.54,0.41,0.5,1,0.65,0.5818441
11419_AnnetteBening_49_f.jpg,0.64,0.52,0.39,1,0.59,0.30223525
14925_MerkouriMelina_55_f.jpg,0.62,0.43,0.19,1,0.35,0.4495885
14772_ShelleyWinters_48_f.jpg,0.57,0.42,0.55,1,0.7,0.265537
8765_AlecGuinness_63_m.jpg,0.62,0.47,0.43,1,0.61,0.47567114
13986_GloriaSwanson_42_f.jpg,0.47,0.37,0.32,0,0.46,0.2877844
3571_MichaelYork_36_m.jpg,0.58,0.49,0.28,1,0.46,0.45176902
13199_MichellePfeiffer_31_f.jpg,0.58,0.43,0.14,1,0.29,0.34035465
6978_CharlesBoyer_66_m.jpg,0.46,0.41,0.18,0,0.32,0.43865576
10340_AnitaEkberg_26_f.jpg,0.4,0.31,0.44,0,0.55,0.38013
4861_RogerMoore_51_m.jpg,0.55,0.37,0.38,1,0.53,0.27377614
2255_RodTaylor_26_m.jpg,0.49,0.38,0.26,0,0.4,0.37427494
437_JohnDRockefeller_90_m.jpg,0.59,0.49,0.5,1,0.68,0.41370302
13262_ShirleyMacLaine_72_f.jpg,0.6,0.48,0.48,1,0.66,0.7374893
7379_LyleTalbot_41_m.jpg,0.59,0.52,0.25,1,0.44,0.6723919
7486_PeterMarkRichman_46_m.jpg,0.59,0.47,0.3,1,0.48,0.29960167
1586_IanHolm_72_m.jpg,0.54,0.5,0.15,1,0.32,0.42702165
13745_PatriciaNeal_68_f.jpg,0.56,0.45,0.65,1,0.79,0.62093246
11112_JuneLockhart_13_f.jpg,0.23,0.19,0.72,0,0.72,0.31809974
1489_GabrielGarciaMarquez_67_m.jpg,0.58,0.38,0.19,1,0.34,0.3903985
10292_MarietteHartley_47_f.jpg,0.56,0.47,0.28,1,0.46,0.4574311
15508_JeanetteMacDonald_51_f.jpg,0.61,0.49,0.1,1,0.26,0.3274208
10769_OrnellaMuti_33_f.jpg,0.47,0.38,0.37,0,0.51,0.36997738
9946_ElkeSommer_18_f.jpg,0.43,0.34,0.19,0,0.31,0.30567998
2032_JohnJames_33_m.jpg,0.6,0.48,0.31,1,0.49,0.77495867
11781_ValerieHarper_17_f.jpg,0.33,0.26,0.04,0,0.09,0.30255765
9480_MaximilianShell_49_m.jpg,0.51,0.46,0.12,1,0.27,0.34858927
12967_CatherineDeneuve_58_f.jpg,0.37,0.32,0.11,0,0.2,0.3083475
4116_DickVanDyke_80_m.jpg,0.45,0.44,0.46,0,0.61,0.4199773
1896_AlanYoung_88_m.jpg,0.47,0.48,0.1,0,0.24,0.32212612
4250_JeffreyJones_48_m.jpg,0.53,0.44,0.35,1,0.52,0.5139487
14450_PeggyAshcroft_27_f.jpg,0.43,0.34,0.18,0,0.3,0.47504112
11314_TanyaRoberts_32_f.jpg,0.57,0.45,0.3,1,0.47,0.42298442
14965_AmandaBlake_47_f.jpg,0.54,0.43,0.39,1,0.55,0.22849897
12363_MyrnaLoy_62_f.jpg,0.5,0.38,0.27,0,0.41,0.444381
3366_JeffDaniels_43_m.jpg,0.53,0.43,0.52,1,0.67,0.35142443
7226_JosephCotten_72_m.jpg,0.6,0.51,0.22,1,0.41,0.44295612
14979_AnnJillian_27_f.jpg,0.34,0.26,0.15,0,0.22,0.44233656
15295_EdwigeFenech_21_f.jpg,0.45,0.35,0.08,0,0.18,0.28096086
5008_WarrenBeatty_53_m.jpg,0.56,0.46,0.29,1,0.46,0.5840429
11532_LaurenBacall_18_f.jpg,0.46,0.37,0.36,0,0.5,0.4615309
9023_HumphreyBogard_50_m.jpg,0.56,0.4,0.07,1,0.2,0.32108948
12590_DonnaReed_61_f.jpg,0.59,0.5,0.59,1,0.76,0.41531292
14898_KatharineHepburn_34_f.jpg,0.54,0.47,0.38,1,0.55,0.48117673
13402_CelesteHolm_90_f.jpg,0.64,0.66,0.53,1,0.75,0.52380204
12004_CybillShepherd_42_f.jpg,0.54,0.44,0.04,1,0.17,0.38835305
1905_EdwardFox_31_m.jpg,0.5,0.44,0.1,0,0.24,0.3849821
14534_AudreyHepburn_25_f.jpg,0.58,0.4,0.05,1,0.17,0.43898475
12088_EvaMarieSaint_23_f.jpg,0.47,0.39,0.02,0,0.12,0.49698207
6633_MelFerrer_48_m.jpg,0.58,0.52,0.54,1,0.72,0.29077113
8365_SimonMacCorkindale_45_m.jpg,0.52,0.42,0.2,1,0.35,0.3189574
3200_EliWallach_45_m.jpg,0.56,0.46,0.27,1,0.44,0.37560758
16336_Dee_89_f.jpg,0.46,0.29,0.33,0,0.44,0.47581378
2033_JohnJames_34_m.jpg,0.47,0.37,0.38,0,0.52,0.39886838
3922_TommySands_22_m.jpg,0.5,0.39,0.55,0,0.68,0.29733443
11998_CybillShepherd_34_f.jpg,0.58,0.48,0.36,1,0.54,0.5719044
8660_JohnCassavetes_28_m.jpg,0.45,0.34,0.11,0,0.22,0.3837624
653_TonyBlair_51_m.jpg,0.53,0.38,0.52,1,0.66,0.43851328
3232_GeneHackman_42_m.jpg,0.65,0.55,0.36,1,0.57,0.55397177
10190_JoanLeslie_87_f.jpg,0.5,0.49,0.0,0,0.12,0.5538393
9444_EdwardGRobinson_55_m.jpg,0.46,0.4,0.14,0,0.27,0.27678588
5042_AnthonyAndrews_60_m.jpg,0.65,0.47,0.34,1,0.53,0.50282955
6714_RexHarrison_32_m.jpg,0.59,0.52,0.31,1,0.5,0.28375995
5428_KennethBranagh_34_m.jpg,0.48,0.38,0.08,0,0.19,0.33818433
12743_JenniferAniston_29_f.jpg,0.54,0.4,0.26,1,0.41,0.3343208
452_BerryGordy_45_m.jpg,0.6,0.43,0.58,1,0.73,0.49315298
6460_JohnVernon_50_m.jpg,0.52,0.43,0.22,1,0.38,0.25217986
10146_JoanCusack_33_f.jpg,0.5,0.4,0.04,0,0.15,0.4825364
2706_KevinBacon_24_m.jpg,0.63,0.48,0.17,1,0.35,0.32819209
1939_EdwardFox_76_m.jpg,0.52,0.51,0.28,1,0.46,0.48750094
692_GeorgeHWBush_83_m.jpg,0.27,0.18,0.18,0,0.22,0.3368441
8762_AlecGuinness_50_m.jpg,0.54,0.42,0.43,1,0.59,0.33172435
5437_KennethBranagh_43_m.jpg,0.46,0.36,0.36,0,0.49,0.3596883
8937_ErnestBorgnine_84_m.jpg,0.58,0.59,0.5,1,0.7,0.7075265
7466_PeterMarkRichman_30_m.jpg,0.56,0.44,0.33,1,0.5,0.38713637
8517_CharlesBronson_21_m.jpg,0.45,0.29,0.17,0,0.27,0.31403413
198_JhonLenon_33_m.jpg,0.4,0.3,0.31,0,0.42,0.3847848
3265_IanMcKellen_29_m.jpg,0.54,0.42,0.32,1,0.48,0.42782754
16084_DannyGlover_43_m.jpg,0.46,0.39,0.0,0,0.09,0.32849163
8631_FrankSinatra_23_m.jpg,0.52,0.3,0.46,1,0.58,0.3743054
3442_KevinSpacey_54_m.jpg,0.62,0.53,0.15,1,0.34,0.34583676
16421_Turner_32_f.jpg,0.45,0.39,0.47,0,0.61,0.36082467
9816_JaneAsher_58_f.jpg,0.48,0.4,0.06,0,0.18,0.53668743
7862_ChristopherPlummer_37_m.jpg,0.51,0.44,0.12,1,0.26,0.46985206
15768_PamelaSueMartin_36_f.jpg,0.53,0.43,0.43,1,0.59,0.6959579
2035_JohnJames_36_m.jpg,0.63,0.5,0.38,1,0.57,0.40133935
16368_Dench_79_f.jpg,0.52,0.44,0.32,1,0.48,0.69502884
1333_AlbertCamus_43_m.jpg,0.62,0.48,0.22,1,0.4,0.31243065
1748_TimCurry_57_m.jpg,0.36,0.3,0.36,0,0.46,0.34603226
3127_ChuckNorris_64_m.jpg,0.54,0.48,0.32,1,0.5,0.26238608
11637_MaureenOHara_51_f.jpg,0.49,0.41,0.03,0,0.14,0.27117583
11145_JuneLockhart_86_f.jpg,0.57,0.56,0.72,1,0.87,0.7397907
13922_BettyGrable_25_f.jpg,0.62,0.46,0.3,1,0.48,0.19292106
12477_AnnaMassey_61_f.jpg,0.39,0.33,0.15,0,0.25,0.37236074
9299_BurtLancaster_47_m.jpg,0.61,0.46,0.14,1,0.3,0.3236774
4863_RogerMoore_39_m.jpg,0.58,0.41,0.38,1,0.54,0.66044134
15801_SarahDouglas_49_f.jpg,0.55,0.46,0.4,1,0.57,0.34528387
11892_BeaArthur_50_f.jpg,0.54,0.48,0.41,1,0.58,0.26579872
3409_KevinSpacey_27_m.jpg,0.58,0.44,0.39,1,0.56,0.43641752
7364_LouisJourdan_77_m.jpg,0.45,0.44,0.22,0,0.37,0.35809484
15928_VeronicaLake_27_f.jpg,0.49,0.37,0.0,0,0.09,0.31886724
3434_KevinSpacey_46_m.jpg,0.72,0.57,0.21,1,0.42,0.61315435
11167_LizaMinelli_53_f.jpg,0.62,0.5,0.5,1,0.68,0.39292717
2388_BillMurray_27_m.jpg,0.61,0.47,0.25,1,0.43,0.4415264
10672_LuiseRainer_26_f.jpg,0.41,0.3,0.08,0,0.16,0.3323235
13669_LilliPalmer_34_f.jpg,0.57,0.48,0.17,1,0.34,0.47941825
165_WaltDisney_32_m.jpg,0.61,0.43,0.3,1,0.47,0.5710624
6378_JamesCagney_36_m.jpg,0.61,0.53,0.26,1,0.46,0.29206574
7716_VincentPrice_37_m.jpg,0.55,0.47,0.37,1,0.55,0.3652384
14974_AnnJillian_11_f.jpg,0.41,0.32,0.15,0,0.25,0.35111848
5615_PeterFalk_62_m.jpg,0.41,0.37,0.27,0,0.4,0.3237769
13412_DanielleDarrieux_24_f.jpg,0.48,0.38,0.1,0,0.22,0.33877453
9409_Thanasisveggos_38_m.jpg,0.54,0.41,0.38,1,0.54,0.32678008
11853_BarbaraBouchet_32_f.jpg,0.34,0.28,0.15,0,0.23,0.4569729
8790_AnthonyPerkins_32_m.jpg,0.59,0.49,0.08,1,0.24,0.2420413
4219_HelmutBerger_30_m.jpg,0.52,0.39,0.46,1,0.61,0.4350624
14428_OliviadeHavilland_93_f.jpg,0.5,0.21,0.05,0,0.11,0.48322958
3174_DerekJacobi_53_m.jpg,0.61,0.53,0.06,1,0.23,0.28003803
367_DavidSarnoff_25_m.jpg,0.46,0.35,0.52,0,0.64,0.37545028
9460_EdwardGRobinson_72_m.jpg,0.58,0.54,0.07,1,0.24,0.40510622
13528_HelenHayes_17_f.jpg,0.27,0.2,0.1,0,0.14,0.264351
12845_MaryTylerMoore_76_f.jpg,0.62,0.6,0.78,1,0.94,0.6495665
9504_CHARLIERUGGLES_45_m.jpg,0.45,0.42,0.43,0,0.58,0.5567904
13359_BetteDavis_42_f.jpg,0.6,0.47,0.07,1,0.22,0.38691518
6791_RowanAtkinson_45_m.jpg,0.63,0.46,0.38,1,0.56,0.29896593
12563_AlikiBoug_29_f.jpg,0.54,0.37,0.28,1,0.43,0.26442167
2385_AlainDelon_10_m.jpg,0.34,0.12,0.16,0,0.19,0.37334925
15099_BonnieHunt_44_f.jpg,0.66,0.52,0.76,1,0.91,0.43940562
14897_KatharineHepburn_21_f.jpg,0.49,0.39,0.35,0,0.5,0.43772343
10669_LuiseRainer_42_f.jpg,0.52,0.38,0.36,1,0.51,0.70912397
4073_ClintWalker_56_m.jpg,0.49,0.45,0.25,0,0.41,0.39181978
10613_LindaEvans_35_f.jpg,0.45,0.37,0.13,0,0.25,0.4529513
10957_DaliahLavi_60_f.jpg,0.52,0.44,0.41,1,0.57,0.5337142
10199_JulieAdams_39_f.jpg,0.51,0.46,0.12,1,0.27,0.37138546
8867_CharltonHeaston_45_m.jpg,0.51,0.4,0.1,1,0.23,0.36423755
14697_ElizabethTaylor_23_f.jpg,0.58,0.41,0.33,1,0.49,0.448362
12139_FrancescaAnnis_30_f.jpg,0.55,0.42,0.1,1,0.24,0.37802875
1308_RitaLeviMontalcini_67_f.jpg,0.63,0.47,0.79,1,0.91,0.32450548
1522_YannisRitsos_70_m.jpg,0.46,0.39,0.15,0,0.28,0.3068859
956_Gaddafi_40_m.jpg,0.5,0.36,0.1,0,0.22,0.36263624
2656_JerryLewis_38_m.jpg,0.51,0.43,0.39,1,0.55,0.37710345
14858_BernadetteLafont_20_f.jpg,0.41,0.32,0.21,0,0.32,0.5198006
8284_RichardChamberlain_45_m.jpg,0.4,0.35,0.39,0,0.51,0.36690593
8564_CliffRobertson_73_m.jpg,0.54,0.45,0.11,1,0.26,0.32522038
1746_TimCurry_55_m.jpg,0.61,0.51,0.28,1,0.47,0.5217032
16127_SamuelJacksonn_54_m.jpg,0.56,0.46,0.21,1,0.38,0.5317422
11524_JulieChristie_65_f.jpg,0.58,0.5,0.21,1,0.39,0.4298334
783_akistsoxatzopoulos_3_m.jpg,0.33,0.28,0.23,0,0.32,0.34915596
7144_JeanPaulBelmondo_52_m.jpg,0.49,0.42,0.12,0,0.26,0.38073018
301_MichaelBloomberg_71_m.jpg,0.48,0.31,0.09,0,0.19,0.2787642
15289_DyanCannon_32_f.jpg,0.55,0.28,0.81,1,0.86,0.7425837
6662_OrsonWelles_50_m.jpg,0.57,0.42,0.12,1,0.27,0.29837656
14415_MaryPickford_30_f.jpg,0.54,0.36,0.06,1,0.17,0.26021346
6549_LeeJCobb_28_m.jpg,0.34,0.26,0.0,0,0.04,0.28730667
3650_OmarSharif_44_m.jpg,0.6,0.52,0.07,1,0.23,0.4804877
5133_ArmandAssante_49_m.jpg,0.55,0.45,0.15,1,0.31,0.29795957
9061_JeanClaudeVanDamme_42_m.jpg,0.54,0.43,0.07,1,0.2,0.33824947
16445_Tyson_81_f.jpg,0.5,0.27,0.13,0,0.23,0.33630478
6411_JamesCoburn_44_m.jpg,0.51,0.44,0.1,1,0.24,0.34760824
15027_AnnMiller_53_f.jpg,0.59,0.51,0.65,1,0.81,0.44064394
12679_JamieLeeCurtis_34_f.jpg,0.43,0.34,0.52,0,0.63,0.2344954
1302_RitaLeviMontalcini_98_f.jpg,0.6,0.41,0.79,1,0.89,0.45844904
2996_WoodyAllen_67_m.jpg,0.65,0.55,0.45,1,0.65,0.4378689
115_MickJagger_21_m.jpg,0.54,0.41,0.33,1,0.49,0.35179344
8239_RandolphScott_84_m.jpg,0.57,0.62,0.0,1,0.16,0.53357416
6300_FernandoRey_33_m.jpg,0.55,0.49,0.38,1,0.56,0.36893043
7679_UgoTognazzi_39_m.jpg,0.55,0.46,0.39,1,0.56,0.40760228
14674_ClaudetteColbert_27_f.jpg,0.62,0.45,0.35,1,0.53,0.56042856
13090_GretaGarbo_26_f.jpg,0.33,0.26,0.12,0,0.19,0.36731437
6891_YvesMontand_49_m.jpg,0.5,0.42,0.16,0,0.3,0.42621002
13686_LilliPalmer_64_f.jpg,0.58,0.52,0.43,1,0.62,0.45642015
16165_SidneyPoitier_68_m.jpg,0.53,0.49,0.11,1,0.27,0.4802881
3057_BillNighy_59_m.jpg,0.45,0.37,0.0,0,0.09,0.3352808
12034_DebbieReynolds_40_f.jpg,0.58,0.48,0.6,1,0.76,0.59223825
