Image,MS,Adj_MS,Emotion_Similarity,label
14056_JudyGarland_42_f.jpg,0.42,0.33,0.12,0
14098_RomySchneider_31_f.jpg,0.58,0.44,0.46,1
14813_SilvanaMangano_45_f.jpg,0.55,0.43,0.06,1
15114_CatherineSchell_20_f.jpg,0.5,0.39,0.17,0
1298_RitaLeviMontalcini_57_f.jpg,0.59,0.52,0.79,1
14182_EstherWilliams_84_f.jpg,0.66,0.64,0.88,1
6121_CaryGrant_28_m.jpg,0.53,0.29,0.38,1
1321_AlbertCamus_40_m.jpg,0.51,0.38,0.04,1
1519_YannisRitsos_70_m.jpg,0.49,0.4,0.15,0
11255_ShirleyJones_39_f.jpg,0.6,0.54,0.06,1
10264_LivUllmann_66_f.jpg,0.51,0.45,0.37,1
1693_EdHarris_33_m.jpg,0.61,0.51,0.26,1
4062_ClintWalker_39_m.jpg,0.43,0.39,0.11,0
6331_JamesArness_23_m.jpg,0.42,0.33,0.13,0
13723_PatriciaNeal_27_f.jpg,0.37,0.29,0.65,0
10639_LuiseRainer_25_f.jpg,0.52,0.39,0.36,1
4440_StevenSeagal_45_m.jpg,0.5,0.41,0.52,0
15311_EdwigeFenech_40_f.jpg,0.35,0.29,0.08,0
9468_MaximilianShell_28_m.jpg,0.58,0.46,0.12,1
4839_RobertRedford_73_m.jpg,0.51,0.42,0.48,1
9763_TomJones_35_f.jpg,0.56,0.39,0.09,1
2170_Mparkoulis_32_m.jpg,0.55,0.48,0.07,1
14381_LorettaYoung_72_f.jpg,0.53,0.45,0.28,1
16461_Tyson_52_f.jpg,0.5,0.32,0.2,0
6640_MelFerrer_60_m.jpg,0.6,0.55,0.54,1
2424_ChevyChase_28_m.jpg,0.62,0.48,0.3,1
2141_MelGibson_29_m.jpg,0.54,0.41,0.12,1
6301_FernandoRey_34_m.jpg,0.52,0.46,0.09,1
14649_BarbaraStanwyck_45_f.jpg,0.45,0.36,0.53,0
8763_AlecGuinness_53_m.jpg,0.61,0.47,0.17,1
1868_AlanYoung_23_m.jpg,0.39,0.31,0.0,0
6363_JamesArness_70_m.jpg,0.52,0.48,0.34,1
4043_CharlieSheen_47_m.jpg,0.51,0.4,0.26,1
4813_PierceBrosnan_56_m.jpg,0.62,0.52,0.39,1
15302_EdwigeFenech_30_f.jpg,0.52,0.4,0.43,1
4907_RomanPolanski_52_m.jpg,0.61,0.53,0.22,1
8542_CharlieChaplin_52_m.jpg,0.5,0.36,0.05,0
5691_RoyRogers_27_m.jpg,0.48,0.38,0.0,0
2681_JohnCleese_42_m.jpg,0.5,0.43,0.26,0
2603_JamesWoods_21_m.jpg,0.56,0.44,0.2,1
16047_MorganFreeman_41_m.jpg,0.47,0.23,0.32,0
1164_AlbertSchweitzer_50_m.jpg,0.53,0.49,0.43,1
7595_SylvesterStallone_39_m.jpg,0.49,0.4,0.5,0
15705_MargaretNolan_23_f.jpg,0.31,0.24,0.28,0
14888_BernadetteLafont_54_f.jpg,0.42,0.36,0.23,0
1467_RabindranathTagore_12_m.jpg,0.44,0.18,0.46,0
8971_FredMacMurray_59_m.jpg,0.55,0.49,0.25,1
1179_ErnestRutherford_58_m.jpg,0.41,0.22,0.25,0
6142_DanaAndrews_44_m.jpg,0.64,0.56,0.39,1
5917_HowardKeel_80_m.jpg,0.42,0.41,0.37,0
15923_VeronicaLake_22_f.jpg,0.58,0.44,0.55,1
4844_RobertRedford_36_m.jpg,0.49,0.28,0.48,0
10452_BetteMidler_62_f.jpg,0.66,0.43,0.75,1
13045_GeraldineChaplin_56_f.jpg,0.54,0.45,0.42,1
15073_BettyGarrett_78_f.jpg,0.64,0.6,0.85,1
14505_SusanHayward_36_f.jpg,0.56,0.41,0.34,1
7480_PeterMarkRichman_64_m.jpg,0.65,0.52,0.07,1
10225_KathyBates_47_f.jpg,0.33,0.27,0.21,0
2868_RyanONeal_71_m.jpg,0.52,0.44,0.15,1
3771_RutgerHauer_56_m.jpg,0.56,0.48,0.04,1
3153_DannyDeVito_59_m.jpg,0.55,0.47,0.22,1
10860_SusanGeorge_23_f.jpg,0.52,0.39,0.09,1
4973_TimothyDalton_45_m.jpg,0.6,0.51,0.12,1
4998_WarrenBeatty_29_m.jpg,0.52,0.4,0.32,1
12400_UrsulaAndress_42_f.jpg,0.3,0.23,0.1,0
11436_CyndiLauper_38_f.jpg,0.46,0.39,0.27,0
14718_MarleneDietrich_34_f.jpg,0.51,0.44,0.18,1
7508_RichardBoone_41_m.jpg,0.55,0.45,0.17,1
2566_GaryOldman_51_m.jpg,0.49,0.4,0.2,0
13079_GraceKelly_29_f.jpg,0.49,0.35,0.52,0
10687_LuiseRainer_85_f.jpg,0.47,0.43,0.36,0
4828_RobertRedford_45_m.jpg,0.52,0.45,0.48,1
3426_KevinSpacey_39_m.jpg,0.66,0.52,0.39,1
5053_AnthonyAndrews_61_m.jpg,0.62,0.48,0.34,1
8241_ReginaldOwen_44_m.jpg,0.5,0.46,0.19,0
3199_EliWallach_41_m.jpg,0.47,0.39,0.03,0
15323_EdwigeFenech_57_f.jpg,0.57,0.48,0.3,1
1786_TomHanks_50_m.jpg,0.53,0.43,0.31,1
11608_MargeChampion_46_f.jpg,0.41,0.38,0.82,0
944_Gaddafi_28_m.jpg,0.51,0.39,0.27,1
8578_CliffRobertson_80_m.jpg,0.56,0.55,0.54,1
2526_DonJohnson_53_m.jpg,0.57,0.47,0.63,1
2287_RodTaylor_69_m.jpg,0.5,0.46,0.36,0
6314_FernandoRey_53_m.jpg,0.51,0.43,0.38,1
1423_ErnestHemingway_57_m.jpg,0.49,0.35,0.32,0
14611_YvonneDeCarlo_40_f.jpg,0.54,0.46,0.43,1
15913_VeraEllen_40_f.jpg,0.5,0.38,0.14,0
5087_AnthonyHopkins_68_m.jpg,0.47,0.37,0.18,0
12167_GlendaJackson_35_f.jpg,0.59,0.51,0.33,1
10307_TerryMoore_19_f.jpg,0.34,0.27,0.11,0
16481_SerenaWilliams_27_f.jpg,0.59,0.43,0.3,1
1441_FriedrichNietzsche_17_m.jpg,0.52,0.36,0.16,1
11658_MireilleDarc_28_f.jpg,0.55,0.43,0.39,1
14480_PeggyAshcroft_41_f.jpg,0.45,0.27,0.33,0
9026_HumphreyBogard_39_m.jpg,0.58,0.41,0.48,1
555_angelamerkel_42_f.jpg,0.67,0.44,0.44,1
2483_ClaudeRich_67_m.jpg,0.51,0.46,0.23,1
7257_KrisKristofferson_58_m.jpg,0.51,0.45,0.32,1
1975_JamesBest_87_m.jpg,0.49,0.48,0.03,0
144_PaulmcCartney_70_m.jpg,0.57,0.3,0.04,1
1255_AlexanderGrahamBell_65_m.jpg,0.56,0.38,0.36,1
15254_DyanCannon_32_f.jpg,0.36,0.31,0.09,0
16360_Dench_77_f.jpg,0.51,0.38,0.32,1
2381_AlainDelon_74_m.jpg,0.53,0.44,0.04,1
13095_GretaGarbo_32_f.jpg,0.44,0.36,0.17,0
3317_JackColeman_57_m.jpg,0.6,0.5,0.04,1
12847_MylКneDemongeot_22_f.jpg,0.48,0.37,0.0,0
10804_PeggyLipton_32_f.jpg,0.59,0.5,0.29,1
15163_ConnieBooth_46_f.jpg,0.58,0.49,0.15,1
3075_BruceWillis_35_m.jpg,0.58,0.47,0.03,1
10623_LindaEvans_48_f.jpg,0.43,0.36,0.1,0
12142_FrancescaAnnis_35_f.jpg,0.41,0.34,0.35,0
1516_YannisRitsos_55_m.jpg,0.4,0.32,0.15,0
11310_TanyaRoberts_21_f.jpg,0.59,0.45,0.3,1
5997_JohnHuston_47_m.jpg,0.5,0.45,0.38,0
12141_FrancescaAnnis_34_f.jpg,0.51,0.43,0.39,1
6682_PeterGraves_43_m.jpg,0.55,0.48,0.12,1
12018_DebbieReynolds_18_f.jpg,0.42,0.34,0.12,0
7782_AlbertoSordi_79_m.jpg,0.58,0.56,0.15,1
2926_ScottGlenn_45_m.jpg,0.48,0.41,0.4,0
989_CarlSagan_21_m.jpg,0.52,0.38,0.17,1
9555_RicardoMontalbаn_65_m.jpg,0.58,0.52,0.0,1
11289_SophiaLoren_52_f.jpg,0.61,0.48,0.15,1
6359_JamesArness_59_m.jpg,0.52,0.46,0.34,1
1771_TomHanks_37_m.jpg,0.58,0.47,0.06,1
2871_SamElliott_26_m.jpg,0.51,0.39,0.15,1
1221_ClaudeLВviStrauss_85_m.jpg,0.64,0.47,0.0,1
1212_MendeleievDmitri_55_m.jpg,0.53,0.4,0.0,1
12891_RuthGordon_58_f.jpg,0.44,0.4,0.41,0
8994_GeorgeCScott_46_m.jpg,0.4,0.32,0.17,0
494_motherTereza_85_f.jpg,0.5,0.36,0.13,0
9055_JeanClaudeVanDamme_37_m.jpg,0.5,0.4,0.12,0
8983_FredMacMurray_79_m.jpg,0.62,0.61,0.05,1
4700_JohnTravolta_31_m.jpg,0.42,0.28,0.48,0
5023_WarrenBeatty_75_m.jpg,0.54,0.43,0.29,1
8952_FredMacMurray_34_m.jpg,0.63,0.57,0.25,1
16232_RichardPryor_39_m.jpg,0.57,0.4,0.45,1
4306_MichaelPalin_26_m.jpg,0.56,0.43,0.22,1
842_HarrySTruman_79_m.jpg,0.39,0.35,0.2,0
2062_JonVoight_47_m.jpg,0.51,0.45,0.3,1
6567_LeeJCobb_50_m.jpg,0.57,0.45,0.24,1
16270_campbell_25_f.jpg,0.39,0.29,0.36,0
15781_PamelaSueMartin_62_f.jpg,0.56,0.5,0.43,1
11607_MargeChampion_40_f.jpg,0.63,0.57,0.82,1
8302_RichardChamberlain_78_m.jpg,0.43,0.42,0.14,0
6595_LexBarker_51_m.jpg,0.53,0.44,0.08,1
8400_SpencerTracy_58_m.jpg,0.64,0.52,0.23,1
12821_MaryTylerMoore_36_f.jpg,0.56,0.48,0.78,1
5259_Fotopoulos_58_m.jpg,0.53,0.43,0.18,1
6350_JamesArness_49_m.jpg,0.57,0.49,0.34,1
872_WinstonChurchill_68_m.jpg,0.57,0.44,0.41,1
1326_AlbertCamus_42_m.jpg,0.58,0.43,0.22,1
1503_GabrielGarciaMarquez_74_m.jpg,0.49,0.38,0.19,0
11276_ShirleyJones_79_f.jpg,0.65,0.61,0.88,1
4655_JeffGoldblum_40_m.jpg,0.43,0.35,0.27,0
2482_ClaudeRich_66_m.jpg,0.45,0.41,0.23,0
15110_CatherineSchell_25_f.jpg,0.4,0.31,0.66,0
14723_MarleneDietrich_39_f.jpg,0.61,0.53,0.13,1
5078_AnthonyHopkins_51_m.jpg,0.62,0.54,0.09,1
2260_RodTaylor_32_m.jpg,0.53,0.45,0.26,1
6270_ErrolFlynn_27_m.jpg,0.42,0.31,0.13,0
156_PaulmcCartney_26_m.jpg,0.62,0.41,0.18,1
14026_GreerGarson_58_f.jpg,0.63,0.47,0.35,1
5518_NicolasSarkozy_26_m.jpg,0.28,0.21,0.4,0
15491_JeanetteMacDonald_56_f.jpg,0.6,0.46,0.21,1
4668_JeffGoldblum_58_m.jpg,0.56,0.47,0.42,1
4491_CarlosSantana_26_m.jpg,0.51,0.4,0.16,1
2842_RonPerlman_65_m.jpg,0.61,0.56,0.1,1
8491_AlejandroRey_32_m.jpg,0.54,0.44,0.22,1
2305_SamNeill_46_m.jpg,0.43,0.36,0.09,0
10819_PeggyLipton_60_f.jpg,0.65,0.55,0.65,1
10379_AnnMargret_32_f.jpg,0.51,0.43,0.48,1
12375_MyrnaLoy_67_f.jpg,0.5,0.41,0.55,0
5493_MichaelKeaton_41_m.jpg,0.47,0.39,0.29,0
11566_LaurenBacall_20_f.jpg,0.52,0.27,0.36,1
1780_TomHanks_45_m.jpg,0.62,0.5,0.31,1
1473_RabindranathTagore_65_m.jpg,0.55,0.42,0.46,1
6988_ChristopherWalken_23_m.jpg,0.58,0.45,0.35,1
16189_BillCosby_59_m.jpg,0.58,0.5,0.52,1
1967_JamesBest_78_m.jpg,0.45,0.42,0.03,0
6295_ErrolFlynn_42_m.jpg,0.62,0.48,0.32,1
16113_SamuelJacksonn_45_m.jpg,0.55,0.47,0.33,1
3547_MartinSheen_68_m.jpg,0.59,0.53,0.31,1
11405_AnnetteBening_35_f.jpg,0.56,0.46,0.07,1
8676_JohnCassavetes_44_m.jpg,0.6,0.48,0.21,1
11494_JulieAndrews_74_f.jpg,0.57,0.49,0.55,1
1749_TimCurry_58_m.jpg,0.59,0.5,0.28,1
12741_JenniferAniston_28_f.jpg,0.52,0.39,0.43,1
6494_JohnnyCash_29_m.jpg,0.54,0.38,0.07,1
11183_MonicaVitti_30_f.jpg,0.52,0.39,0.43,1
16309_Carroll_30_f.jpg,0.4,0.26,0.18,0
1433_FriedrichNietzsche_38_m.jpg,0.43,0.3,0.26,0
15000_AnnJillian_64_f.jpg,0.45,0.41,0.48,0
366_DavidSarnoff_57_m.jpg,0.54,0.35,0.52,1
13425_DanielleDarrieux_48_f.jpg,0.38,0.35,0.41,0
15023_AnnMiller_45_f.jpg,0.62,0.54,0.65,1
7296_LeifErickson_60_m.jpg,0.51,0.43,0.23,1
16376_Houston_46_f.jpg,0.49,0.31,0.42,0
827_JosephStalin_57_m.jpg,0.6,0.44,0.24,1
15815_StefaniePowers_24_f.jpg,0.55,0.43,0.3,1
12707_JanetLeigh_28_f.jpg,0.51,0.4,0.33,1
1141_HeinrichHertz_35_m.jpg,0.54,0.41,0.0,1
12149_FrancescaAnnis_50_f.jpg,0.55,0.46,0.35,1
2468_ClaudeRich_45_m.jpg,0.47,0.43,0.23,0
13556_HelenHayes_90_f.jpg,0.41,0.42,0.07,0
14727_MarleneDietrich_43_f.jpg,0.63,0.54,0.45,1
12028_DebbieReynolds_28_f.jpg,0.55,0.43,0.6,1
7564_RobertRyan_36_m.jpg,0.63,0.54,0.26,1
12868_MylКneDemongeot_57_f.jpg,0.46,0.39,0.0,0
3482_LeslieCaron_83_m.jpg,0.55,0.54,0.36,1
14270_JoanCrawford_35_f.jpg,0.45,0.35,0.27,0
12290_LauraAntonelli_42_f.jpg,0.57,0.47,0.0,1
13894_AnnieGirardot_50_f.jpg,0.45,0.39,0.26,0
791_akistsoxatzopoulos_65_m.jpg,0.56,0.42,0.14,1
6173_DenzelWashington_35_m.jpg,0.56,0.41,0.0,1
8671_JohnCassavetes_39_m.jpg,0.56,0.45,0.21,1
15889_StВphaneAudran_67_f.jpg,0.45,0.41,0.0,0
9424_EdwardGRobinson_34_m.jpg,0.57,0.52,0.43,1
622_Gorbachev_59_m.jpg,0.61,0.43,0.15,1
14474_PeggyAshcroft_75_f.jpg,0.59,0.51,0.23,1
7376_LyleTalbot_35_m.jpg,0.62,0.54,0.38,1
16057_WillSmith_24_m.jpg,0.6,0.44,0.17,1
5899_HowardKeel_50_m.jpg,0.49,0.45,0.18,0
5922_HowardKeel_81_m.jpg,0.55,0.54,0.37,1
4028_CharlieSheen_30_m.jpg,0.24,0.18,0.29,0
7596_SylvesterStallone_43_m.jpg,0.53,0.43,0.08,1
12175_GlendaJackson_54_f.jpg,0.53,0.44,0.33,1
10318_TerryMoore_40_f.jpg,0.34,0.28,0.11,0
13624_JessicaTandy_42_f.jpg,0.54,0.38,0.25,1
15988_MuhammadAli_12_m.jpg,0.44,0.29,0.15,0
13113_JaneRussell_31_f.jpg,0.56,0.5,0.53,1
14426_OliviadeHavilland_33_f.jpg,0.53,0.45,0.64,1
4930_StevenBerkoff_32_m.jpg,0.53,0.48,0.17,1
13504_GladysCooper_53_f.jpg,0.32,0.23,0.47,0
8161_LorneGreene_67_m.jpg,0.58,0.51,0.46,1
6506_JohnnyCash_56_m.jpg,0.47,0.4,0.55,0
9599_MarcelloMastroianni_61_m.jpg,0.48,0.42,0.22,0
15510_JeanetteMacDonald_54_f.jpg,0.56,0.47,0.6,1
16371_Houston_25_f.jpg,0.53,0.4,0.0,1
5131_ArmandAssante_47_m.jpg,0.6,0.48,0.03,1
13817_VanessaRedgrave_51_f.jpg,0.36,0.32,0.38,0
7960_GilbertRoland_50_m.jpg,0.61,0.51,0.43,1
7360_LouisJourdan_67_m.jpg,0.55,0.5,0.44,1
9493_MaximilianShell_72_m.jpg,0.61,0.57,0.53,1
2591_GeneWilder_59_m.jpg,0.61,0.55,0.2,1
1348_Soljenitsyne_57_m.jpg,0.45,0.31,0.0,0
3262_IanMcKellen_25_m.jpg,0.56,0.44,0.19,1
9862_KimNovak_47_f.jpg,0.48,0.36,0.06,0
15520_JulieBishop_17_f.jpg,0.6,0.45,0.52,1
1854_TomJones_61_m.jpg,0.58,0.42,0.35,1
2333_AbeVigoda_58_m.jpg,0.63,0.58,0.0,1
4778_MichelPiccoli_82_m.jpg,0.54,0.56,0.16,1
87_PaulAnka_66_m.jpg,0.56,0.43,0.32,1
460_BerryGordy_52_m.jpg,0.61,0.43,0.58,1
11294_SophiaLoren_66_f.jpg,0.54,0.42,0.52,1
13662_JuneAllyson_21_f.jpg,0.61,0.36,0.76,1
11866_BarbaraBouchet_54_f.jpg,0.52,0.44,0.4,1
14706_ElizabethTaylor_75_f.jpg,0.56,0.38,0.5,1
7683_UgoTognazzi_42_m.jpg,0.56,0.47,0.39,1
10697_MaggieSmith_28_f.jpg,0.47,0.36,0.42,0
8485_WilliamHolden_56_m.jpg,0.24,0.2,0.14,0
8892_ChristopherEccleston_35_m.jpg,0.59,0.47,0.58,1
15171_ConnieBooth_62_f.jpg,0.53,0.47,0.33,1
7206_JohnWayne_36_m.jpg,0.55,0.33,0.21,1
12377_MyrnaLoy_35_f.jpg,0.43,0.26,0.04,0
12463_AnnaMassey_28_f.jpg,0.52,0.41,0.27,1
11843_BarbaraBouchet_21_f.jpg,0.39,0.3,0.05,0
10581_KathrynHays_72_f.jpg,0.5,0.47,0.21,0
196_JhonLenon_27_m.jpg,0.46,0.34,0.03,0
6594_LexBarker_49_m.jpg,0.44,0.36,0.08,0
6133_DanaAndrews_39_m.jpg,0.6,0.53,0.39,1
14777_ShelleyWinters_33_f.jpg,0.55,0.34,0.55,1
6477_JohnnyCash_23_m.jpg,0.5,0.38,0.11,0
15188_CydCharisse_41_f.jpg,0.51,0.49,0.57,1
604_Gorbachev_78_m.jpg,0.54,0.26,0.0,1
7605_SylvesterStallone_57_m.jpg,0.55,0.46,0.08,1
7277_LeifErickson_30_m.jpg,0.5,0.38,0.32,0
6775_RockHudson_57_m.jpg,0.49,0.42,0.08,0
6060_WilliamShatner_27_m.jpg,0.49,0.38,0.23,0
5264_Fotopoulos_43_m.jpg,0.55,0.37,0.29,1
7657_TonyCurtis_37_m.jpg,0.48,0.37,0.48,0
2019_JamesCaan_73_m.jpg,0.48,0.45,0.31,0
15846_StefaniePowers_54_f.jpg,0.63,0.48,0.51,1
2867_RyanONeal_67_m.jpg,0.45,0.38,0.22,0
4549_Fernandel_10_m.jpg,0.4,0.32,0.16,0
246_TheodorakisMikis_83_m.jpg,0.6,0.49,0.17,1
5895_HowardKeel_40_m.jpg,0.42,0.38,0.11,0
14156_VivienLeigh_27_f.jpg,0.63,0.43,0.64,1
10114_JaneFonda_33_f.jpg,0.52,0.44,0.62,1
12209_ImeldaStaunton_51_f.jpg,0.54,0.45,0.15,1
11777_TildaSwinton_48_f.jpg,0.72,0.57,0.16,1
6754_RockHudson_13_m.jpg,0.44,0.34,0.22,0
15199_CydCharisse_68_f.jpg,0.53,0.49,0.57,1
12321_MelindaDillion_57_f.jpg,0.47,0.41,0.2,0
1629_AlPacino_35_m.jpg,0.61,0.44,0.23,1
4562_Fernandel_44_m.jpg,0.56,0.47,0.23,1
1824_TomHulce_55_m.jpg,0.52,0.43,0.25,1
10242_KathyBates_65_f.jpg,0.53,0.47,0.21,1
12025_DebbieReynolds_25_f.jpg,0.53,0.41,0.12,1
11440_CyndiLauper_51_f.jpg,0.61,0.5,0.27,1
3425_KevinSpacey_39_m.jpg,0.55,0.44,0.39,1
9092_LawrenceTierney_61_m.jpg,0.57,0.45,0.32,1
5799_BenGazzara_80_m.jpg,0.57,0.54,0.02,1
1839_TomJones_30_m.jpg,0.55,0.43,0.27,1
15475_JeanetteMacDonald_35_f.jpg,0.59,0.49,0.6,1
419_LelandStanford_54_m.jpg,0.63,0.46,0.5,1
12002_CybillShepherd_40_f.jpg,0.27,0.22,0.0,0
7139_JeanPaulBelmondo_44_m.jpg,0.49,0.41,0.31,0
939_FranklinDRoosevelt_23_m.jpg,0.59,0.31,0.11,1
12610_FrancesDee_70_f.jpg,0.38,0.28,0.12,0
11801_ValerieHarper_61_f.jpg,0.51,0.44,0.69,1
9819_JaneAsher_63_f.jpg,0.52,0.44,0.27,1
3328_JeffBridges_28_m.jpg,0.49,0.38,0.31,0
8725_RichardAttenborough_41_m.jpg,0.53,0.42,0.39,1
339_Onasis_64_m.jpg,0.48,0.3,0.44,0
2897_SamElliott_57_m.jpg,0.51,0.44,0.21,1
15876_StВphaneAudran_49_f.jpg,0.55,0.47,0.0,1
4522_DustinHoffman_43_m.jpg,0.57,0.4,0.0,1
7084_Garycooper_35_m.jpg,0.49,0.38,0.17,0
6160_DanaAndrews_68_m.jpg,0.45,0.42,0.03,0
15528_JulieBishop_25_f.jpg,0.58,0.44,0.52,1
8655_JamesStewart_32_m.jpg,0.45,0.27,0.14,0
325_LarryEllison_49_m.jpg,0.38,0.3,0.21,0
9027_HumphreyBogard_37_m.jpg,0.54,0.38,0.07,1
8931_ErnestBorgnine_72_m.jpg,0.56,0.55,0.5,1
15258_DyanCannon_36_f.jpg,0.55,0.47,0.78,1
15799_SarahDouglas_43_f.jpg,0.54,0.45,0.13,1
10934_Arletty_86_f.jpg,0.42,0.45,0.06,0
4879_RomanPolanski_26_m.jpg,0.52,0.41,0.4,1
210_ElvisPresley_24_m.jpg,0.61,0.46,0.43,1
10325_TerryMoore_62_f.jpg,0.48,0.42,0.68,0
16041_MorganFreeman_17_m.jpg,0.44,0.17,0.35,0
12097_EvaMarieSaint_35_f.jpg,0.53,0.5,0.2,1
9558_RicardoMontalbаn_70_m.jpg,0.53,0.49,0.0,1
6649_OrsonWelles_22_m.jpg,0.53,0.41,0.24,1
8169_PatrickSwayze_36_m.jpg,0.55,0.47,0.35,1
9229_RobertMitchum_57_m.jpg,0.58,0.44,0.3,1
11523_JulieChristie_63_f.jpg,0.45,0.38,0.11,0
3982_BurtReynolds_34_m.jpg,0.47,0.41,0.15,0
8727_RichardAttenborough_52_m.jpg,0.54,0.41,0.23,1
10875_SusanGeorge_60_f.jpg,0.61,0.53,0.41,1
1436_FriedrichNietzsche_38_m.jpg,0.52,0.36,0.16,1
13577_IreneDunne_66_f.jpg,0.59,0.54,0.28,1
1581_IanHolm_67_m.jpg,0.54,0.49,0.45,1
5076_AnthonyHopkins_45_m.jpg,0.58,0.51,0.36,1
16036_MorganFreeman_70_m.jpg,0.54,0.34,0.35,1
15077_BettyGarrett_83_f.jpg,0.6,0.59,0.85,1
2667_JerryLewis_78_m.jpg,0.34,0.3,0.06,0
6111_CaryGrant_69_m.jpg,0.49,0.32,0.29,0
8351_SimonMacCorkindale_28_m.jpg,0.55,0.41,0.2,1
3946_BrianDennehy_44_m.jpg,0.6,0.54,0.16,1
16453_Tyson_73_f.jpg,0.52,0.31,0.2,1
13826_VanessaRedgrave_62_f.jpg,0.53,0.47,0.0,1
14686_ClaudetteColbert_48_f.jpg,0.63,0.45,0.35,1
6542_KlausKinski_56_m.jpg,0.56,0.48,0.21,1
11759_SusanSarandon_67_f.jpg,0.49,0.45,0.08,0
