Image,MS,Qscore
S132-01-t10_01.jpg,0.43,0.6463585
S193-02-t10_01.jpg,0.89,0.5226836
S396-06-t10_01.jpg,0.84,0.32959834
S414-09-t10_01.jpg,0.59,0.556291
S243-07-t10_01.jpg,0.82,0.3762467
S148-04-t10_01.jpg,0.87,0.22247754
S174-04-t10_01.jpg,0.83,0.6099698
S352-04-t10_01.jpg,0.81,0.7035036
S015-02-t10_01.jpg,0.65,0.41450673
S432-02-t10_01.jpg,0.92,0.8929616
S442-02-t10_01.jpg,0.77,0.7565399
S202-04-t10_01.jpg,0.79,0.67282045
S243-06-t10_01.jpg,0.9,0.19828257
S171-08-t10_01.jpg,0.83,0.1171868
S453-06-t10_01.jpg,0.58,0.26272693
S487-01-t10_02.jpg,0.15,0.62659705
S316-07-t10_01.jpg,0.89,0.7434724
S464-01-t10_02.jpg,0.72,0.7160792
S388-01-t10_01.jpg,0.83,0.7598501
S487-02-t10_01.jpg,0.21,0.36319742
S386-05-t10_01.jpg,0.61,0.6745388
S402-01-t10_01.jpg,0.74,0.26463562
S414-08-t10_01.jpg,0.13,0.3441647
S383-01-t10_01.jpg,0.83,0.4183189
S420-04-t10_01.jpg,0.82,0.47735745
S392-05-t10_01.jpg,0.23,0.7632306
S434-02-t10_01.jpg,0.63,0.5875922
S316-06-t10_01.jpg,0.74,0.7658286
S468-01-t10_01.jpg,0.19,0.6110159
S399-04-t10_01.jpg,0.61,0.5256763
S073-01-t10_01.jpg,0.37,0.93032783
S029-02-t10_01.jpg,0.76,0.81868035
S166-01-t10_01.jpg,0.31,0.4452
S243-04-t10_01.jpg,0.88,0.7274088
S447-02-t10_01.jpg,0.71,0.20961095
S225-01-t10_01.jpg,0.84,0.26109803
S353-04-t10_01.jpg,0.71,0.46158668
S457-03-t10_01.jpg,0.87,0.29051688
S415-04-t10_01.jpg,0.78,0.50178075
S382-07-t10_01.jpg,0.7,0.34782973
S288-01-t10_01.jpg,0.81,0.37094823
S388-05-t10_01.jpg,0.87,0.54316664
S324-02-t10_01.jpg,0.93,0.23513912
S486-04-t10_01.jpg,0.83,0.538779
S417-01-t10_01.jpg,0.69,0.40027562
S518-01-t10_01.jpg,0.15,0.2911488
S403-03-t10_01.jpg,0.77,0.2946317
S382-10-t10_01.jpg,0.86,0.51567435
S433-02-t10_01.jpg,0.77,0.6945382
S401-03-t10_01.jpg,0.88,0.21316896
S461-10-t10_01.jpg,0.57,0.79079056
S243-08-t10_01.jpg,0.82,0.6701929
S453-15-t10_01.jpg,0.36,0.14982896
S430-05-t10_01.jpg,0.43,0.6503928
S452-02-t10_01.jpg,0.83,0.22969182
S508-02-t10_01.jpg,0.96,0.53118813
S008-05-t10_01.jpg,0.41,0.62863564
S506-03-t10_02.jpg,0.1,0.89217836
S382-02-t10_01.jpg,0.76,0.5164501
S385-02-t10_01.jpg,0.52,0.51127064
S469-03-t10_01.jpg,0.47,0.35693038
S388-15-t10_01.jpg,0.46,0.48917627
S503-02-t10_01.jpg,0.75,0.49367625
S346-02-t10_01.jpg,0.89,0.3806129
S310-01-t10_01.jpg,0.72,0.6524381
S404-08-t10_01.jpg,0.87,0.5758847
S477-02-t10_01.jpg,0.88,0.5568694
S420-01-t10_01.jpg,0.38,0.7458037
S491-02-t10_01.jpg,0.79,0.3034528
S033-02-t10_01.jpg,0.72,0.13917659
S240-01-t10_01.jpg,0.9,0.8256756
S454-01-t10_01.jpg,0.84,0.84206533
S076-01-t10_01.jpg,0.42,0.61821306
S475-01-t10_02.jpg,0.18,0.16161238
S376-01-t10_01.jpg,0.3,0.25091243
S435-02-t10_01.jpg,0.82,0.6424284
S008-02-t10_01.jpg,0.83,0.6198605
S388-09-t10_01.jpg,0.85,0.30876216
S249-01-t10_01.jpg,0.92,0.37323228
S388-02-t10_01.jpg,0.83,0.21227007
S261-01-t10_01.jpg,0.68,0.24529086
S093-01-t10_01.jpg,0.79,0.62810427
S227-01-t10_01.jpg,0.27,0.73754454
S404-10-t10_01.jpg,0.89,0.5705336
S440-04-t10_01.jpg,0.88,0.3900456
S280-03-t10_01.jpg,0.87,0.18649735
S408-01-t10_01.jpg,0.18,0.8475763
S422-01-t10_01.jpg,0.41,0.8467093
S430-02-t10_01.jpg,0.76,0.68673164
S044-05-t10_01.jpg,0.77,0.5377411
S415-01-t10_01.jpg,0.78,0.22595343
S453-12-t10_01.jpg,0.37,0.5546909
S474-01-t10_01.jpg,0.24,0.8723331
S499-04-t10_01.jpg,0.19,0.29563406
S420-06-t10_01.jpg,0.95,0.48505226
S413-08-t10_01.jpg,0.68,0.11886168
S428-04-t10_01.jpg,0.85,0.21207082
S030-04-t10_01.jpg,0.79,0.8654283
S202-02-t10_01.jpg,0.7,0.41972613
S253-02-t10_01.jpg,0.99,0.4320652
S452-03-t10_01.jpg,0.18,0.35587412
S398-01-t10_01.jpg,0.72,0.5495278
S353-06-t10_01.jpg,0.75,0.6935151
S508-01-t10_01.jpg,0.96,0.64883816
S341-01-t10_01.jpg,0.78,0.62847984
S414-06-t10_01.jpg,0.19,0.34279287
S479-02-t10_01.jpg,0.87,0.54585665
S048-06-t10_01.jpg,0.86,0.490857
S483-04-t10_03.jpg,0.79,0.90433836
S051-01-t10_01.jpg,0.69,0.81364274
S505-01-t10_01.jpg,0.38,0.21583894
S405-05-t10_01.jpg,0.88,0.6399418
S433-01-t10_01.jpg,0.77,0.4560278
S450-04-t10_01.jpg,0.74,0.21054454
S335-01-t10_01.jpg,0.28,0.39061067
S001-08-t10_01.jpg,0.7,0.47830486
S404-11-t10_01.jpg,0.85,0.7074833
S225-02-t10_01.jpg,0.84,0.64070094
S404-01-t10_01.jpg,0.89,0.22184765
S388-16-t10_01.jpg,0.46,0.30515623
S166-02-t10_01.jpg,0.31,0.6874661
S380-05-t10_01.jpg,0.67,0.5294973
S487-01-t10_01.jpg,0.15,0.3478272
S501-02-t10_01.jpg,0.9,0.34584954
S443-04-t10_01.jpg,0.83,0.83726364
S130-01-t10_01.jpg,0.72,0.6529532
S212-02-t10_01.jpg,0.85,0.6424828
S464-01-t10_01.jpg,0.72,0.6916148
S409-06-t10_01.jpg,0.32,0.28628385
S478-01-t10_01.jpg,0.18,0.25787574
S031-04-t10_01.jpg,0.7,0.29657957
S388-08-t10_01.jpg,0.86,0.71117985
S258-02-t10_01.jpg,0.68,0.70783
S120-01-t10_01.jpg,0.11,0.7091485
S088-01-t10_01.jpg,0.8,0.5555439
S405-02-t10_01.jpg,0.6,0.40124425
S481-02-t10_01.jpg,0.59,0.60954726
S419-01-t10_01.jpg,0.95,0.120355435
S280-09-t10_01.jpg,0.91,0.1744591
S394-01-t10_01.jpg,0.93,0.44231942
S463-01-t10_01.jpg,0.24,0.75737274
S284-02-t10_01.jpg,0.2,0.31717655
S001-08-t10_03.jpg,0.86,0.7549008
S501-01-t10_01.jpg,0.9,0.08882956
S493-02-t10_01.jpg,0.85,0.29305375
S431-01-t10_01.jpg,0.76,0.5343752
S064-01-t10_01.jpg,0.26,0.7252164
S429-02-t10_01.jpg,0.15,0.31616545
S477-01-t10_01.jpg,0.88,0.736782
S429-01-t10_01.jpg,0.15,0.45076483
S453-04-t10_01.jpg,0.85,0.16843285
S321-03-t10_01.jpg,0.15,0.6419473
S180-01-t10_01.jpg,0.7,0.67023045
S385-01-t10_01.jpg,0.52,0.4493272
S285-01-t10_02.jpg,0.65,0.6084627
S313-02-t10_01.jpg,0.95,0.64792025
S146-01-t10_01.jpg,0.82,0.60691893
S509-01-t10_02.jpg,0.69,0.7737772
S142-05-t10_01.jpg,0.96,0.33415604
S499-02-t10_01.jpg,0.0,0.22899008
S182-01-t10_01.jpg,0.72,0.7002778
S389-02-t10_01.jpg,0.8,0.6099202
S392-06-t10_01.jpg,0.23,0.32379648
S474-02-t10_01.jpg,0.24,0.47703397
S272-02-t10_01.jpg,0.81,0.82628214
S153-02-t10_01.jpg,0.75,0.1469318
S226-02-t10_01.jpg,0.85,0.606268
S095-01-t10_01.jpg,0.33,0.32080358
S031-05-t10_01.jpg,0.76,0.1812727
S486-03-t10_01.jpg,0.83,0.62275493
S411-06-t10_02.jpg,0.96,0.8077536
S405-06-t10_01.jpg,0.88,0.46526563
S450-05-t10_01.jpg,0.76,0.31172356
S439-01-t10_01.jpg,0.22,0.7825292
S503-01-t10_01.jpg,0.75,0.6717577
S506-03-t10_01.jpg,0.1,0.24390009
S134-01-t10_01.jpg,0.93,0.3557763
S416-02-t10_01.jpg,0.86,0.41533297
S296-01-t10_01.jpg,0.89,0.8333468
S382-04-t10_01.jpg,0.86,0.5009945
S467-02-t10_01.jpg,0.71,0.31786987
S510-01-t10_01.jpg,0.95,0.4792879
S099-02-t10_01.jpg,0.8,0.0835356
S481-01-t10_01.jpg,0.59,0.70710593
S310-04-t10_01.jpg,0.69,0.6103538
S461-04-t10_01.jpg,0.83,0.45306227
S316-08-t10_01.jpg,0.89,0.77476466
S201-01-t10_01.jpg,0.85,0.5283476
S453-11-t10_01.jpg,0.7,0.17453572
S022-01-t10_01.jpg,0.58,0.5247544
S214-01-t10_01.jpg,0.79,0.47271717
S428-05-t10_01.jpg,0.89,0.5242522
S421-02-t10_01.jpg,0.93,0.6461804
S198-01-t10_01.jpg,0.85,0.44952744
S397-02-t10_01.jpg,0.16,0.7881938
S396-09-t10_01.jpg,0.76,0.79533875
S068-03-t10_01.jpg,0.82,0.10814345
S098-01-t10_01.jpg,0.84,0.46225205
S222-02-t10_01.jpg,0.87,0.556756
S373-06-t10_01.jpg,0.87,0.51342094
S351-01-t10_01.jpg,0.85,0.30703163
S195-02-t10_01.jpg,0.82,0.6431267
S502-02-t10_02.jpg,0.14,0.8441951
S386-04-t10_01.jpg,0.13,0.25169262
S511-01-t10_02.jpg,0.26,0.86096644
S310-02-t10_01.jpg,0.72,0.61757094
S433-04-t10_01.jpg,0.36,0.69797575
S401-04-t10_01.jpg,0.88,0.3225019
S023-04-t10_01.jpg,0.38,0.26590225
S280-08-t10_01.jpg,0.87,0.8558054
S387-01-t10_01.jpg,0.69,0.37420836
S495-01-t10_01.jpg,0.75,0.24063563
S401-08-t10_01.jpg,0.24,0.2105448
S367-01-t10_01.jpg,0.76,0.6321406
S008-04-t10_01.jpg,0.78,0.2739059
S068-05-t10_01.jpg,0.92,0.5334605
S033-01-t10_01.jpg,0.72,0.37396073
S032-02-t10_01.jpg,0.37,0.48271534
S467-01-t10_01.jpg,0.71,0.35065666
S138-02-t10_01.jpg,0.83,0.789471
S228-02-t10_01.jpg,0.18,0.51023155
S304-01-t10_01.jpg,0.7,0.6595926
S396-08-t10_01.jpg,0.75,0.37335104
S449-03-t10_03.jpg,0.28,0.6694299
S430-04-t10_01.jpg,0.84,0.28797072
S439-06-t10_01.jpg,0.62,0.6592015
S425-01-t10_01.jpg,0.85,0.59153634
S355-01-t10_01.jpg,0.81,0.21137623
S073-01-t10_02.jpg,0.37,0.3898889
S426-01-t10_02.jpg,0.2,0.8657458
S439-08-t10_03.jpg,0.98,0.75510037
S333-02-t10_01.jpg,0.87,0.38318223
S397-03-t10_01.jpg,0.22,0.6999743
S215-04-t10_01.jpg,0.86,0.49961227
S439-04-t10_01.jpg,0.78,0.44648793
S449-02-t10_01.jpg,0.68,0.08354896
S112-02-t10_01.jpg,0.84,0.14960763
S033-05-t10_01.jpg,0.66,0.7315376
S435-01-t10_01.jpg,0.82,0.7588533
S461-01-t10_01.jpg,0.56,0.30584964
S499-06-t10_01.jpg,0.67,0.32873082
S392-07-t10_01.jpg,0.8,0.28956902
S261-02-t10_01.jpg,0.68,0.7356023
S417-07-t10_01.jpg,0.71,0.39263773
S478-02-t10_01.jpg,0.18,0.69094074
S504-01-t10_01.jpg,0.87,0.30182207
S427-04-t10_01.jpg,0.88,0.56000286
S423-04-t10_01.jpg,0.68,0.29901016
S472-02-t10_01.jpg,0.79,0.22268006
S466-03-t10_01.jpg,0.84,0.7186676
S396-04-t10_01.jpg,0.85,0.7596679
S397-03-t10_02.jpg,0.22,0.77542454
S497-01-t10_01.jpg,0.63,0.6520112
S044-04-t10_01.jpg,0.17,0.43295684
S510-02-t10_01.jpg,0.95,0.40121645
S313-01-t10_01.jpg,0.95,0.5959433
S485-01-t10_01.jpg,0.76,0.49968538
S185-01-t10_01.jpg,0.4,0.71307313
S382-08-t10_01.jpg,0.7,0.56008595
S203-01-t10_02.jpg,0.73,0.76931214
S355-02-t10_01.jpg,0.81,0.63082826
S413-07-t10_01.jpg,0.86,0.21683355
S425-02-t10_01.jpg,0.85,0.79575145
S388-10-t10_01.jpg,0.85,0.7251462
S194-02-t10_01.jpg,0.81,0.15712036
S466-04-t10_01.jpg,0.84,0.2389431
S331-02-t10_01.jpg,0.76,0.12600447
S453-11-t10_03.jpg,0.95,0.62059695
S465-02-t10_01.jpg,0.47,0.69789
S473-02-t10_01.jpg,0.48,0.43354255
S418-03-t10_01.jpg,0.74,0.21074261
S386-07-t10_01.jpg,0.03,0.15667187
S445-02-t10_01.jpg,0.13,0.7371219
S386-08-t10_01.jpg,0.03,0.62848115
S078-01-t10_01.jpg,0.16,0.32176757
S206-01-t10_01.jpg,0.76,0.33744535
S425-04-t10_01.jpg,0.85,0.33408654
S401-05-t10_01.jpg,0.96,0.4066987
S495-02-t10_02.jpg,1.0,0.83150417
S482-02-t10_01.jpg,0.74,0.6781225
S469-01-t10_01.jpg,0.9,0.21482882
S399-06-t10_01.jpg,0.67,0.51033485
S494-01-t10_01.jpg,0.36,0.821651
S134-02-t10_01.jpg,0.93,0.6792749
S008-06-t10_01.jpg,0.41,0.43786052
S045-01-t10_02.jpg,0.15,0.6817495
S405-03-t10_01.jpg,0.89,0.458213
S134-08-t10_01.jpg,0.89,0.5194084
S494-01-t10_03.jpg,0.23,0.8825118
S354-01-t10_01.jpg,0.22,0.702121
S415-02-t10_01.jpg,0.78,0.07465422
S443-02-t10_01.jpg,0.73,0.38051647
S280-07-t10_01.jpg,0.87,0.74771494
S409-10-t10_01.jpg,0.81,0.22603144
S399-01-t10_01.jpg,0.53,0.4881216
S351-02-t10_01.jpg,0.85,0.4002077
S280-05-t10_01.jpg,0.96,0.34289488
S256-01-t10_01.jpg,0.86,0.5667695
S457-01-t10_01.jpg,0.88,0.480545
S413-01-t10_01.jpg,0.81,0.682398
S463-02-t10_02.jpg,0.24,0.7591723
S316-03-t10_01.jpg,0.76,0.6405623
S078-02-t10_02.jpg,0.27,0.8162971
S118-01-t10_01.jpg,0.46,0.7943486
S501-05-t10_01.jpg,0.62,0.5002652
S489-02-t10_01.jpg,0.95,0.40655133
S001-06-t10_01.jpg,0.57,0.393636
S315-01-t10_01.jpg,0.1,0.37213373
S373-03-t10_01.jpg,0.38,0.6738764
S417-06-t10_01.jpg,0.71,0.17798935
S501-04-t10_01.jpg,0.75,0.6716184
S130-02-t10_01.jpg,0.72,0.28506324
S417-02-t10_01.jpg,0.69,0.19222501
S044-03-t10_01.jpg,0.17,0.7635296
S174-02-t10_01.jpg,0.32,0.31984982
S398-02-t10_01.jpg,0.72,0.22965358
S504-02-t10_01.jpg,0.87,0.2935919
S510-03-t10_01.jpg,0.87,0.5595781
S453-02-t10_01.jpg,0.84,0.71480197
S469-05-t10_01.jpg,0.47,0.42145836
S486-01-t10_01.jpg,0.71,0.51167876
S142-04-t10_01.jpg,0.85,0.09763332
S509-01-t10_01.jpg,0.69,0.81317526
S412-01-t10_01.jpg,0.73,0.5544265
S364-02-t10_01.jpg,0.8,0.48433015
S409-07-t10_01.jpg,0.76,0.30623358
S220-02-t10_01.jpg,0.88,0.4892623
S346-01-t10_01.jpg,0.89,0.640153
S471-04-t10_01.jpg,0.39,0.40775838
S284-01-t10_02.jpg,0.08,0.87711513
S134-07-t10_01.jpg,0.89,0.64305437
S142-06-t10_01.jpg,0.96,0.21263257
S420-03-t10_01.jpg,0.82,0.57475054
S008-03-t10_01.jpg,0.78,0.2739192
S048-05-t10_01.jpg,0.86,0.46342182
S496-02-t10_01.jpg,0.65,0.6747894
S254-02-t10_01.jpg,0.63,0.51614255
S501-06-t10_01.jpg,0.62,0.6696513
S015-01-t10_01.jpg,0.65,0.4645051
S499-01-t10_01.jpg,0.0,0.27573013
S111-03-t10_01.jpg,0.84,0.06165683
S392-08-t10_01.jpg,0.8,0.4117146
S069-01-t10_01.jpg,0.44,0.7097639
S411-05-t10_01.jpg,0.74,0.5687658
S352-02-t10_01.jpg,0.86,0.38816768
S223-02-t10_01.jpg,0.19,0.7197512
S219-01-t10_01.jpg,0.75,0.49838898
S315-01-t10_02.jpg,0.1,0.86454594
S171-01-t10_01.jpg,0.66,0.6059796
S001-07-t10_01.jpg,0.7,0.4552097
S407-03-t10_01.jpg,0.09,0.49386215
S250-02-t10_01.jpg,0.56,0.45986328
S413-05-t10_01.jpg,0.83,0.39539468
S382-06-t10_01.jpg,0.82,0.63333446
S472-03-t10_01.jpg,0.79,0.5744983
S386-01-t10_01.jpg,0.78,0.21064655
S429-09-t10_01.jpg,0.72,0.46582943
S518-01-t10_02.jpg,0.15,0.7616742
S475-01-t10_01.jpg,0.18,0.8361272
S490-01-t10_01.jpg,0.97,0.8818603
S316-01-t10_01.jpg,0.61,0.24141368
S096-02-t10_01.jpg,0.81,0.17961718
S023-01-t10_01.jpg,0.81,0.21124512
S393-01-t10_01.jpg,0.26,0.5374483
S475-02-t10_01.jpg,0.55,0.33503985
S373-02-t10_01.jpg,0.18,0.12236334
S404-02-t10_01.jpg,0.89,0.23298547
S481-02-t10_02.jpg,0.96,0.688821
S150-01-t10_01.jpg,0.42,0.6066288
S422-04-t10_01.jpg,0.5,0.6639271
S031-03-t10_01.jpg,0.7,0.34816793
S384-01-t10_01.jpg,0.17,0.26502544
S471-03-t10_01.jpg,0.39,0.54136944
S426-02-t10_01.jpg,0.17,0.59893465
S353-08-t10_01.jpg,0.86,0.49222252
S027-01-t10_02.jpg,0.19,0.71236426
S499-03-t10_01.jpg,0.19,0.371764
S296-03-t10_01.jpg,0.76,0.8638918
S227-02-t10_01.jpg,0.27,0.33128482
S283-02-t10_01.jpg,0.86,0.820849
S461-08-t10_01.jpg,0.28,0.36064634
S333-01-t10_01.jpg,0.87,0.16539791
S295-01-t10_02.jpg,0.13,0.64119154
S392-02-t10_01.jpg,0.35,0.6744649
S479-01-t10_01.jpg,0.87,0.52947384
S198-04-t10_01.jpg,0.86,0.19153915
S393-03-t10_01.jpg,0.24,0.7059592
S001-04-t10_01.jpg,0.3,0.20200993
S473-04-t10_01.jpg,0.77,0.35506445
S483-02-t10_03.jpg,0.97,0.90976864
S190-02-t10_01.jpg,0.89,0.5842856
S373-05-t10_01.jpg,0.87,0.30247477
S023-03-t10_01.jpg,0.38,0.6889993
S422-02-t10_01.jpg,0.41,0.6206135
S480-01-t10_01.jpg,0.78,0.5588531
S448-02-t10_01.jpg,0.66,0.48980212
S284-02-t10_02.jpg,0.2,0.7817666
S450-07-t10_01.jpg,0.66,0.40413502
S466-02-t10_01.jpg,0.18,0.75068253
S415-05-t10_01.jpg,0.81,0.21072046
S440-03-t10_01.jpg,0.88,0.24510968
S516-01-t10_01.jpg,0.81,0.54856336
S134-05-t10_01.jpg,0.91,0.19663963
S336-01-t10_01.jpg,0.53,0.6751526
S456-02-t10_01.jpg,0.56,0.3911797
S427-03-t10_01.jpg,0.88,0.5902395
S078-03-t10_01.jpg,0.27,0.64681727
S500-01-t10_01.jpg,0.21,0.6530279
S033-03-t10_01.jpg,0.8,0.44952357
S350-01-t10_01.jpg,0.61,0.58784425
S420-02-t10_01.jpg,0.38,0.8263296
S449-03-t10_01.jpg,0.28,0.12609877
S036-02-t10_01.jpg,0.89,0.47879878
S203-01-t10_01.jpg,0.73,0.73517615
S101-01-t10_01.jpg,0.83,0.57378614
S461-06-t10_01.jpg,0.24,0.53523284
S256-02-t10_01.jpg,0.86,0.40856048
S404-06-t10_01.jpg,0.76,0.43856618
S430-06-t10_01.jpg,0.43,0.70331603
S471-01-t10_01.jpg,0.68,0.7755447
S419-02-t10_01.jpg,0.95,0.22205779
S414-01-t10_01.jpg,0.84,0.24329987
S468-02-t10_02.jpg,0.33,0.4708565
S052-02-t10_01.jpg,0.21,0.1426185
S506-02-t10_02.jpg,0.16,0.85055965
S380-02-t10_01.jpg,0.71,0.7961278
S059-01-t10_01.jpg,0.21,0.28980032
S413-04-t10_01.jpg,0.83,0.3171495
S202-01-t10_01.jpg,0.7,0.8116488
S111-01-t10_01.jpg,0.22,0.16980526
S407-02-t10_01.jpg,0.43,0.340016
S497-03-t10_01.jpg,0.1,0.7352212
S194-01-t10_01.jpg,0.81,0.1877057
S296-04-t10_01.jpg,0.76,0.2817807
S461-09-t10_01.jpg,0.57,0.2965997
S494-01-t10_02.jpg,0.36,0.84039444
S510-04-t10_01.jpg,0.87,0.3933289
S449-05-t10_01.jpg,0.66,0.5503041
S494-02-t10_03.jpg,0.96,0.72660625
S512-02-t10_01.jpg,0.73,0.43382388
S031-02-t10_01.jpg,0.64,0.7182344
S502-01-t10_01.jpg,0.28,0.40404704
S473-03-t10_01.jpg,0.77,0.7064623
S489-01-t10_01.jpg,0.95,0.36960423
S400-01-t10_01.jpg,0.89,0.6962642
S417-04-t10_01.jpg,0.88,0.55421954
S357-01-t10_01.jpg,0.4,0.4640837
S202-03-t10_01.jpg,0.79,0.0956413
S429-03-t10_01.jpg,0.78,0.7318607
S401-01-t10_01.jpg,0.86,0.87402564
S171-03-t10_01.jpg,0.31,0.29353055
S409-02-t10_01.jpg,0.81,0.2982092
S413-06-t10_01.jpg,0.86,0.46852466
S001-01-t10_01.jpg,0.89,0.4302967
S232-01-t10_01.jpg,0.91,0.36211672
S226-01-t10_01.jpg,0.85,0.6240824
S447-01-t10_01.jpg,0.71,0.3395334
S418-01-t10_01.jpg,0.74,0.65706813
S426-01-t10_01.jpg,0.2,0.7955039
S058-01-t10_01.jpg,0.88,0.3227709
S068-04-t10_01.jpg,0.82,0.50069547
S387-02-t10_01.jpg,0.69,0.653706
S414-10-t10_01.jpg,0.59,0.28178808
S296-07-t10_01.jpg,0.83,0.29094008
S195-04-t10_01.jpg,0.82,0.40336505
S500-01-t10_02.jpg,0.21,0.8306902
S450-03-t10_01.jpg,0.74,0.7002479
S148-01-t10_01.jpg,0.54,0.7410701
S386-06-t10_01.jpg,0.61,0.49341527
S496-01-t10_01.jpg,0.65,0.28020582
S507-02-t10_01.jpg,0.87,0.5028397
S001-05-t10_01.jpg,0.57,0.6894569
S439-05-t10_01.jpg,0.82,0.07748805
S388-03-t10_01.jpg,0.7,0.6570518
S446-01-t10_01.jpg,0.74,0.7014186
S461-07-t10_01.jpg,0.28,0.3149171
S439-03-t10_01.jpg,0.78,0.51125467
S031-06-t10_01.jpg,0.76,0.24996051
S419-04-t10_01.jpg,0.66,0.66162777
S380-06-t10_01.jpg,0.67,0.54820263
S404-09-t10_01.jpg,0.89,0.59623915
S450-06-t10_01.jpg,0.76,0.187291
S174-01-t10_01.jpg,0.32,0.57335323
S270-01-t10_02.jpg,0.58,0.7907014
S393-04-t10_01.jpg,0.24,0.7390675
S484-01-t10_01.jpg,0.36,0.6998252
S399-03-t10_01.jpg,0.61,0.6402799
S171-05-t10_01.jpg,0.75,0.26924178
S098-02-t10_01.jpg,0.84,0.2712606
S185-03-t10_01.jpg,0.58,0.81597406
S203-03-t10_01.jpg,0.61,0.3979784
S219-02-t10_01.jpg,0.75,0.12899634
S048-03-t10_01.jpg,0.92,0.09171506
S052-01-t10_01.jpg,0.21,0.2825881
S250-01-t10_01.jpg,0.56,0.4778336
S400-02-t10_01.jpg,0.89,0.7636042
S433-03-t10_01.jpg,0.36,0.46983948
S214-02-t10_01.jpg,0.79,0.5252136
S413-09-t10_01.jpg,0.68,0.5458629
S414-02-t10_01.jpg,0.84,0.21808581
S164-02-t10_01.jpg,0.62,0.7446995
S316-05-t10_01.jpg,0.74,0.2550903
S396-03-t10_01.jpg,0.85,0.6995365
S455-01-t10_02.jpg,0.13,0.67154264
S457-04-t10_01.jpg,0.87,0.28687805
S315-02-t10_02.jpg,0.14,0.71067756
S353-05-t10_01.jpg,0.75,0.6328481
S085-01-t10_02.jpg,0.94,0.7616515
S258-01-t10_01.jpg,0.68,0.76871157
S413-03-t10_01.jpg,0.81,0.71538967
S096-01-t10_01.jpg,0.81,0.1635842
S173-01-t10_01.jpg,0.31,0.39567432
S236-02-t10_01.jpg,0.83,0.7268547
S381-02-t10_01.jpg,0.64,0.4622877
S483-04-t10_01.jpg,0.8,0.35678068
