Image_Path,Quality_Score
8327_RichardCrenna_48_m.jpg,0.2849229
13778_RitaHayworth_29_f.jpg,0.53659
1897_AlanYoung_89_m.jpg,0.56100744
11815_AnjelicaHuston_34_f.jpg,0.5844356
8552_CliffRobertson_37_m.jpg,0.321159
8732_RichardAttenborough_32_m.jpg,0.42977944
13697_NormaShearer_37_f.jpg,0.6173301
11218_PiaLindstrom_22_f.jpg,0.28718835
3002_WoodyAllen_75_m.jpg,0.5517472
7973_GilbertRoland_46_m.jpg,0.2995711
9944_AliMacGraw_73_f.jpg,0.7800563
3070_BruceWillis_31_m.jpg,0.7008618
9738_DorisDay_66_f.jpg,0.39081728
15516_JeanetteMacDonald_61_f.jpg,0.3953158
6865_ThomasTerry_58_m.jpg,0.39240706
2504_DonJohnson_26_m.jpg,0.340941
8327_RichardCrenna_48_m.jpg,0.40289408
13778_RitaHayworth_29_f.jpg,0.26191062
1897_AlanYoung_89_m.jpg,0.39814365
11815_AnjelicaHuston_34_f.jpg,0.42590988
8552_CliffRobertson_37_m.jpg,0.42465228
8732_RichardAttenborough_32_m.jpg,0.5917415
13697_NormaShearer_37_f.jpg,0.3479431
11218_PiaLindstrom_22_f.jpg,0.31254876
3002_WoodyAllen_75_m.jpg,0.5449955
7973_GilbertRoland_46_m.jpg,0.42244214
9944_AliMacGraw_73_f.jpg,0.3803511
3070_BruceWillis_31_m.jpg,0.31447434
9738_DorisDay_66_f.jpg,0.53708744
15516_JeanetteMacDonald_61_f.jpg,0.28966758
6865_ThomasTerry_58_m.jpg,0.40716097
2504_DonJohnson_26_m.jpg,0.37762582
8327_RichardCrenna_48_m.jpg,0.513432
13778_RitaHayworth_29_f.jpg,0.41658372
1897_AlanYoung_89_m.jpg,0.45289472
11815_AnjelicaHuston_34_f.jpg,0.32387376
8552_CliffRobertson_37_m.jpg,0.21531603
8732_RichardAttenborough_32_m.jpg,0.40394586
13697_NormaShearer_37_f.jpg,0.45887163
11218_PiaLindstrom_22_f.jpg,0.36640915
3002_WoodyAllen_75_m.jpg,0.34680727
7973_GilbertRoland_46_m.jpg,0.2827537
9944_AliMacGraw_73_f.jpg,0.6959585
3070_BruceWillis_31_m.jpg,0.43440554
9738_DorisDay_66_f.jpg,0.2791376
15516_JeanetteMacDonald_61_f.jpg,0.34731156
6865_ThomasTerry_58_m.jpg,0.39621234
2504_DonJohnson_26_m.jpg,0.33970428
8327_RichardCrenna_48_m.jpg,0.42002854
13778_RitaHayworth_29_f.jpg,0.4262081
1897_AlanYoung_89_m.jpg,0.38978463
11815_AnjelicaHuston_34_f.jpg,0.4974424
8552_CliffRobertson_37_m.jpg,0.5678857
8732_RichardAttenborough_32_m.jpg,0.41548797
13697_NormaShearer_37_f.jpg,0.31244093
11218_PiaLindstrom_22_f.jpg,0.39356938
3002_WoodyAllen_75_m.jpg,0.75692976
7973_GilbertRoland_46_m.jpg,0.60859215
9944_AliMacGraw_73_f.jpg,0.3687616
3070_BruceWillis_31_m.jpg,0.29190588
9738_DorisDay_66_f.jpg,0.71585983
15516_JeanetteMacDonald_61_f.jpg,0.7702994
6865_ThomasTerry_58_m.jpg,0.3891505
2504_DonJohnson_26_m.jpg,0.4259175
8327_RichardCrenna_48_m.jpg,0.5075244
13778_RitaHayworth_29_f.jpg,0.34068537
1897_AlanYoung_89_m.jpg,0.31143773
11815_AnjelicaHuston_34_f.jpg,0.4243105
8552_CliffRobertson_37_m.jpg,0.46126246
8732_RichardAttenborough_32_m.jpg,0.31825054
13697_NormaShearer_37_f.jpg,0.35790682
11218_PiaLindstrom_22_f.jpg,0.49578464
3002_WoodyAllen_75_m.jpg,0.4348319
7973_GilbertRoland_46_m.jpg,0.38984677
9944_AliMacGraw_73_f.jpg,0.2438038
3070_BruceWillis_31_m.jpg,0.30435658
9738_DorisDay_66_f.jpg,0.28912932
15516_JeanetteMacDonald_61_f.jpg,0.36126044
6865_ThomasTerry_58_m.jpg,0.31787658
2504_DonJohnson_26_m.jpg,0.35591805
8327_RichardCrenna_48_m.jpg,0.4549134
13778_RitaHayworth_29_f.jpg,0.30847263
1897_AlanYoung_89_m.jpg,0.29200056
11815_AnjelicaHuston_34_f.jpg,0.3315599
8552_CliffRobertson_37_m.jpg,0.37087086
8732_RichardAttenborough_32_m.jpg,0.3964521
13697_NormaShearer_37_f.jpg,0.42282096
11218_PiaLindstrom_22_f.jpg,0.43074384
3002_WoodyAllen_75_m.jpg,0.45201573
7973_GilbertRoland_46_m.jpg,0.35614386
9944_AliMacGraw_73_f.jpg,0.5225202
3070_BruceWillis_31_m.jpg,0.43968114
9738_DorisDay_66_f.jpg,0.34820423
15516_JeanetteMacDonald_61_f.jpg,0.31083566
6865_ThomasTerry_58_m.jpg,0.45161173
2504_DonJohnson_26_m.jpg,0.4756024
8327_RichardCrenna_48_m.jpg,0.40986377
13778_RitaHayworth_29_f.jpg,0.26024765
1897_AlanYoung_89_m.jpg,0.3097815
11815_AnjelicaHuston_34_f.jpg,0.4418591
8552_CliffRobertson_37_m.jpg,0.28165144
8732_RichardAttenborough_32_m.jpg,0.55008686
13697_NormaShearer_37_f.jpg,0.49623346
11218_PiaLindstrom_22_f.jpg,0.28529173
3002_WoodyAllen_75_m.jpg,0.5653422
7973_GilbertRoland_46_m.jpg,0.5818441
9944_AliMacGraw_73_f.jpg,0.30223525
3070_BruceWillis_31_m.jpg,0.4495885
9738_DorisDay_66_f.jpg,0.265537
15516_JeanetteMacDonald_61_f.jpg,0.47567114
6865_ThomasTerry_58_m.jpg,0.2877844
2504_DonJohnson_26_m.jpg,0.45176902
8327_RichardCrenna_48_m.jpg,0.34035465
13778_RitaHayworth_29_f.jpg,0.43865576
1897_AlanYoung_89_m.jpg,0.38013
11815_AnjelicaHuston_34_f.jpg,0.27377614
8552_CliffRobertson_37_m.jpg,0.37427494
8732_RichardAttenborough_32_m.jpg,0.41370302
13697_NormaShearer_37_f.jpg,0.7374893
11218_PiaLindstrom_22_f.jpg,0.6723919
3002_WoodyAllen_75_m.jpg,0.29960167
7973_GilbertRoland_46_m.jpg,0.42702165
9944_AliMacGraw_73_f.jpg,0.62093246
3070_BruceWillis_31_m.jpg,0.31809974
9738_DorisDay_66_f.jpg,0.3903985
15516_JeanetteMacDonald_61_f.jpg,0.4574311
6865_ThomasTerry_58_m.jpg,0.3274208
2504_DonJohnson_26_m.jpg,0.36997738
8327_RichardCrenna_48_m.jpg,0.30567998
13778_RitaHayworth_29_f.jpg,0.77495867
1897_AlanYoung_89_m.jpg,0.30255765
11815_AnjelicaHuston_34_f.jpg,0.34858927
8552_CliffRobertson_37_m.jpg,0.3083475
8732_RichardAttenborough_32_m.jpg,0.4199773
13697_NormaShearer_37_f.jpg,0.32212612
11218_PiaLindstrom_22_f.jpg,0.5139487
3002_WoodyAllen_75_m.jpg,0.47504112
7973_GilbertRoland_46_m.jpg,0.42298442
9944_AliMacGraw_73_f.jpg,0.22849897
3070_BruceWillis_31_m.jpg,0.444381
9738_DorisDay_66_f.jpg,0.35142443
15516_JeanetteMacDonald_61_f.jpg,0.44295612
6865_ThomasTerry_58_m.jpg,0.44233656
2504_DonJohnson_26_m.jpg,0.28096086
8327_RichardCrenna_48_m.jpg,0.5840429
13778_RitaHayworth_29_f.jpg,0.4615309
1897_AlanYoung_89_m.jpg,0.32108948
11815_AnjelicaHuston_34_f.jpg,0.41531292
8552_CliffRobertson_37_m.jpg,0.48117673
8732_RichardAttenborough_32_m.jpg,0.52380204
13697_NormaShearer_37_f.jpg,0.38835305
11218_PiaLindstrom_22_f.jpg,0.3849821
3002_WoodyAllen_75_m.jpg,0.43898475
7973_GilbertRoland_46_m.jpg,0.49698207
9944_AliMacGraw_73_f.jpg,0.29077113
3070_BruceWillis_31_m.jpg,0.3189574
9738_DorisDay_66_f.jpg,0.37560758
15516_JeanetteMacDonald_61_f.jpg,0.47581378
6865_ThomasTerry_58_m.jpg,0.39886838
2504_DonJohnson_26_m.jpg,0.29733443
8327_RichardCrenna_48_m.jpg,0.5719044
13778_RitaHayworth_29_f.jpg,0.3837624
1897_AlanYoung_89_m.jpg,0.43851328
11815_AnjelicaHuston_34_f.jpg,0.55397177
8552_CliffRobertson_37_m.jpg,0.5538393
8732_RichardAttenborough_32_m.jpg,0.27678588
13697_NormaShearer_37_f.jpg,0.50282955
11218_PiaLindstrom_22_f.jpg,0.28375995
3002_WoodyAllen_75_m.jpg,0.33818433
7973_GilbertRoland_46_m.jpg,0.3343208
9944_AliMacGraw_73_f.jpg,0.49315298
3070_BruceWillis_31_m.jpg,0.25217986
9738_DorisDay_66_f.jpg,0.4825364
15516_JeanetteMacDonald_61_f.jpg,0.32819209
6865_ThomasTerry_58_m.jpg,0.48750094
2504_DonJohnson_26_m.jpg,0.3368441
8327_RichardCrenna_48_m.jpg,0.33172435
13778_RitaHayworth_29_f.jpg,0.3596883
1897_AlanYoung_89_m.jpg,0.7075265
11815_AnjelicaHuston_34_f.jpg,0.38713637
8552_CliffRobertson_37_m.jpg,0.31403413
8732_RichardAttenborough_32_m.jpg,0.3847848
13697_NormaShearer_37_f.jpg,0.42782754
11218_PiaLindstrom_22_f.jpg,0.32849163
3002_WoodyAllen_75_m.jpg,0.3743054
7973_GilbertRoland_46_m.jpg,0.34583676
9944_AliMacGraw_73_f.jpg,0.36082467
3070_BruceWillis_31_m.jpg,0.53668743
9738_DorisDay_66_f.jpg,0.46985206
15516_JeanetteMacDonald_61_f.jpg,0.6959579
6865_ThomasTerry_58_m.jpg,0.40133935
2504_DonJohnson_26_m.jpg,0.69502884
8327_RichardCrenna_48_m.jpg,0.31243065
13778_RitaHayworth_29_f.jpg,0.34603226
1897_AlanYoung_89_m.jpg,0.26238608
11815_AnjelicaHuston_34_f.jpg,0.27117583
8552_CliffRobertson_37_m.jpg,0.7397907
8732_RichardAttenborough_32_m.jpg,0.19292106
13697_NormaShearer_37_f.jpg,0.37236074
11218_PiaLindstrom_22_f.jpg,0.3236774
3002_WoodyAllen_75_m.jpg,0.66044134
7973_GilbertRoland_46_m.jpg,0.34528387
9944_AliMacGraw_73_f.jpg,0.26579872
3070_BruceWillis_31_m.jpg,0.43641752
9738_DorisDay_66_f.jpg,0.35809484
15516_JeanetteMacDonald_61_f.jpg,0.31886724
6865_ThomasTerry_58_m.jpg,0.61315435
2504_DonJohnson_26_m.jpg,0.39292717
8327_RichardCrenna_48_m.jpg,0.4415264
13778_RitaHayworth_29_f.jpg,0.3323235
1897_AlanYoung_89_m.jpg,0.47941825
11815_AnjelicaHuston_34_f.jpg,0.5710624
8552_CliffRobertson_37_m.jpg,0.29206574
8732_RichardAttenborough_32_m.jpg,0.3652384
13697_NormaShearer_37_f.jpg,0.35111848
11218_PiaLindstrom_22_f.jpg,0.3237769
3002_WoodyAllen_75_m.jpg,0.33877453
7973_GilbertRoland_46_m.jpg,0.32678008
9944_AliMacGraw_73_f.jpg,0.4569729
3070_BruceWillis_31_m.jpg,0.2420413
9738_DorisDay_66_f.jpg,0.4350624
15516_JeanetteMacDonald_61_f.jpg,0.48322958
6865_ThomasTerry_58_m.jpg,0.28003803
2504_DonJohnson_26_m.jpg,0.37545028
8327_RichardCrenna_48_m.jpg,0.40510622
13778_RitaHayworth_29_f.jpg,0.264351
1897_AlanYoung_89_m.jpg,0.6495665
11815_AnjelicaHuston_34_f.jpg,0.5567904
8552_CliffRobertson_37_m.jpg,0.38691518
8732_RichardAttenborough_32_m.jpg,0.29896593
13697_NormaShearer_37_f.jpg,0.26442167
11218_PiaLindstrom_22_f.jpg,0.37334925
3002_WoodyAllen_75_m.jpg,0.43940562
7973_GilbertRoland_46_m.jpg,0.43772343
9944_AliMacGraw_73_f.jpg,0.70912397
3070_BruceWillis_31_m.jpg,0.39181978
9738_DorisDay_66_f.jpg,0.4529513
15516_JeanetteMacDonald_61_f.jpg,0.5337142
6865_ThomasTerry_58_m.jpg,0.37138546
2504_DonJohnson_26_m.jpg,0.36423755
8327_RichardCrenna_48_m.jpg,0.448362
13778_RitaHayworth_29_f.jpg,0.37802875
1897_AlanYoung_89_m.jpg,0.32450548
11815_AnjelicaHuston_34_f.jpg,0.3068859
8552_CliffRobertson_37_m.jpg,0.36263624
8732_RichardAttenborough_32_m.jpg,0.37710345
13697_NormaShearer_37_f.jpg,0.5198006
11218_PiaLindstrom_22_f.jpg,0.36690593
3002_WoodyAllen_75_m.jpg,0.32522038
7973_GilbertRoland_46_m.jpg,0.5217032
9944_AliMacGraw_73_f.jpg,0.5317422
3070_BruceWillis_31_m.jpg,0.4298334
9738_DorisDay_66_f.jpg,0.34915596
15516_JeanetteMacDonald_61_f.jpg,0.38073018
6865_ThomasTerry_58_m.jpg,0.2787642
2504_DonJohnson_26_m.jpg,0.7425837
8327_RichardCrenna_48_m.jpg,0.29837656
13778_RitaHayworth_29_f.jpg,0.26021346
1897_AlanYoung_89_m.jpg,0.28730667
11815_AnjelicaHuston_34_f.jpg,0.4804877
8552_CliffRobertson_37_m.jpg,0.29795957
8732_RichardAttenborough_32_m.jpg,0.33824947
13697_NormaShearer_37_f.jpg,0.33630478
11218_PiaLindstrom_22_f.jpg,0.34760824
3002_WoodyAllen_75_m.jpg,0.44064394
7973_GilbertRoland_46_m.jpg,0.2344954
9944_AliMacGraw_73_f.jpg,0.45844904
3070_BruceWillis_31_m.jpg,0.4378689
9738_DorisDay_66_f.jpg,0.35179344
15516_JeanetteMacDonald_61_f.jpg,0.53357416
6865_ThomasTerry_58_m.jpg,0.36893043
2504_DonJohnson_26_m.jpg,0.40760228
8327_RichardCrenna_48_m.jpg,0.56042856
13778_RitaHayworth_29_f.jpg,0.36731437
1897_AlanYoung_89_m.jpg,0.42621002
11815_AnjelicaHuston_34_f.jpg,0.45642015
8552_CliffRobertson_37_m.jpg,0.4802881
8732_RichardAttenborough_32_m.jpg,0.3352808
13697_NormaShearer_37_f.jpg,0.59223825
11218_PiaLindstrom_22_f.jpg,0.35564658
3002_WoodyAllen_75_m.jpg,0.34320596
7973_GilbertRoland_46_m.jpg,0.32540375
9944_AliMacGraw_73_f.jpg,0.39963642
3070_BruceWillis_31_m.jpg,0.2880951
9738_DorisDay_66_f.jpg,0.76595557
15516_JeanetteMacDonald_61_f.jpg,0.3738522
6865_ThomasTerry_58_m.jpg,0.43292278
2504_DonJohnson_26_m.jpg,0.24899857
8327_RichardCrenna_48_m.jpg,0.42956838
13778_RitaHayworth_29_f.jpg,0.3686301
1897_AlanYoung_89_m.jpg,0.4953571
11815_AnjelicaHuston_34_f.jpg,0.36216596
8552_CliffRobertson_37_m.jpg,0.7121987
8732_RichardAttenborough_32_m.jpg,0.32924154
13697_NormaShearer_37_f.jpg,0.33652773
11218_PiaLindstrom_22_f.jpg,0.45788458
3002_WoodyAllen_75_m.jpg,0.3833448
7973_GilbertRoland_46_m.jpg,0.36618036
9944_AliMacGraw_73_f.jpg,0.49686524
3070_BruceWillis_31_m.jpg,0.47133595
9738_DorisDay_66_f.jpg,0.35747325
15516_JeanetteMacDonald_61_f.jpg,0.6291046
6865_ThomasTerry_58_m.jpg,0.32914537
2504_DonJohnson_26_m.jpg,0.32358035
8327_RichardCrenna_48_m.jpg,0.24142504
13778_RitaHayworth_29_f.jpg,0.42278668
1897_AlanYoung_89_m.jpg,0.41394114
11815_AnjelicaHuston_34_f.jpg,0.4215488
8552_CliffRobertson_37_m.jpg,0.3593795
8732_RichardAttenborough_32_m.jpg,0.4945311
13697_NormaShearer_37_f.jpg,0.32625192
11218_PiaLindstrom_22_f.jpg,0.47298348
3002_WoodyAllen_75_m.jpg,0.2828259
7973_GilbertRoland_46_m.jpg,0.44983467
9944_AliMacGraw_73_f.jpg,0.30772465
3070_BruceWillis_31_m.jpg,0.3117736
9738_DorisDay_66_f.jpg,0.26905537
15516_JeanetteMacDonald_61_f.jpg,0.63684446
6865_ThomasTerry_58_m.jpg,0.3468109
2504_DonJohnson_26_m.jpg,0.32173678
8327_RichardCrenna_48_m.jpg,0.27132937
13778_RitaHayworth_29_f.jpg,0.6443732
1897_AlanYoung_89_m.jpg,0.77720195
11815_AnjelicaHuston_34_f.jpg,0.3854346
8552_CliffRobertson_37_m.jpg,0.40017202
8732_RichardAttenborough_32_m.jpg,0.31465828
13697_NormaShearer_37_f.jpg,0.31877366
11218_PiaLindstrom_22_f.jpg,0.43726537
3002_WoodyAllen_75_m.jpg,0.8278012
7973_GilbertRoland_46_m.jpg,0.36181572
9944_AliMacGraw_73_f.jpg,0.35697207
3070_BruceWillis_31_m.jpg,0.34614813
9738_DorisDay_66_f.jpg,0.48061776
15516_JeanetteMacDonald_61_f.jpg,0.24688217
6865_ThomasTerry_58_m.jpg,0.29695067
2504_DonJohnson_26_m.jpg,0.30037653
8327_RichardCrenna_48_m.jpg,0.46632034
13778_RitaHayworth_29_f.jpg,0.3280022
1897_AlanYoung_89_m.jpg,0.3654249
11815_AnjelicaHuston_34_f.jpg,0.40215376
8552_CliffRobertson_37_m.jpg,0.58001655
8732_RichardAttenborough_32_m.jpg,0.4353428
13697_NormaShearer_37_f.jpg,0.49749273
11218_PiaLindstrom_22_f.jpg,0.24637547
3002_WoodyAllen_75_m.jpg,0.3775676
7973_GilbertRoland_46_m.jpg,0.5080398
9944_AliMacGraw_73_f.jpg,0.5062473
3070_BruceWillis_31_m.jpg,0.29188246
9738_DorisDay_66_f.jpg,0.5546878
15516_JeanetteMacDonald_61_f.jpg,0.2606792
6865_ThomasTerry_58_m.jpg,0.31396946
2504_DonJohnson_26_m.jpg,0.45164353
8327_RichardCrenna_48_m.jpg,0.7275673
13778_RitaHayworth_29_f.jpg,0.57085997
1897_AlanYoung_89_m.jpg,0.31415042
11815_AnjelicaHuston_34_f.jpg,0.32198253
8552_CliffRobertson_37_m.jpg,0.28719953
8732_RichardAttenborough_32_m.jpg,0.333968
13697_NormaShearer_37_f.jpg,0.35347366
11218_PiaLindstrom_22_f.jpg,0.47651088
3002_WoodyAllen_75_m.jpg,0.44239104
7973_GilbertRoland_46_m.jpg,0.35498813
9944_AliMacGraw_73_f.jpg,0.38209575
3070_BruceWillis_31_m.jpg,0.3452781
9738_DorisDay_66_f.jpg,0.36317658
15516_JeanetteMacDonald_61_f.jpg,0.53691196
6865_ThomasTerry_58_m.jpg,0.51881754
2504_DonJohnson_26_m.jpg,0.4211401
8327_RichardCrenna_48_m.jpg,0.5557394
13778_RitaHayworth_29_f.jpg,0.32551265
1897_AlanYoung_89_m.jpg,0.38325757
11815_AnjelicaHuston_34_f.jpg,0.41868085
8552_CliffRobertson_37_m.jpg,0.35349393
8732_RichardAttenborough_32_m.jpg,0.5447732
13697_NormaShearer_37_f.jpg,0.48434424
11218_PiaLindstrom_22_f.jpg,0.52420044
3002_WoodyAllen_75_m.jpg,0.31495383
7973_GilbertRoland_46_m.jpg,0.4789165
9944_AliMacGraw_73_f.jpg,0.44142485
3070_BruceWillis_31_m.jpg,0.40645692
9738_DorisDay_66_f.jpg,0.43403888
15516_JeanetteMacDonald_61_f.jpg,0.38489282
6865_ThomasTerry_58_m.jpg,0.39837193
2504_DonJohnson_26_m.jpg,0.46806994
8327_RichardCrenna_48_m.jpg,0.35644192
13778_RitaHayworth_29_f.jpg,0.4182074
1897_AlanYoung_89_m.jpg,0.43024927
11815_AnjelicaHuston_34_f.jpg,0.3073039
8552_CliffRobertson_37_m.jpg,0.8563597
8732_RichardAttenborough_32_m.jpg,0.59487486
13697_NormaShearer_37_f.jpg,0.37609425
11218_PiaLindstrom_22_f.jpg,0.40510103
3002_WoodyAllen_75_m.jpg,0.30139434
7973_GilbertRoland_46_m.jpg,0.7224178
9944_AliMacGraw_73_f.jpg,0.44412026
3070_BruceWillis_31_m.jpg,0.39416134
9738_DorisDay_66_f.jpg,0.38012874
15516_JeanetteMacDonald_61_f.jpg,0.35150424
6865_ThomasTerry_58_m.jpg,0.46370646
2504_DonJohnson_26_m.jpg,0.30080196
8327_RichardCrenna_48_m.jpg,0.51095617
13778_RitaHayworth_29_f.jpg,0.33197972
1897_AlanYoung_89_m.jpg,0.4536858
11815_AnjelicaHuston_34_f.jpg,0.39824474
8552_CliffRobertson_37_m.jpg,0.45608902
8732_RichardAttenborough_32_m.jpg,0.294352
13697_NormaShearer_37_f.jpg,0.6219802
11218_PiaLindstrom_22_f.jpg,0.429079
3002_WoodyAllen_75_m.jpg,0.38024685
7973_GilbertRoland_46_m.jpg,0.53671575
9944_AliMacGraw_73_f.jpg,0.2557728
3070_BruceWillis_31_m.jpg,0.34075797
9738_DorisDay_66_f.jpg,0.27291965
15516_JeanetteMacDonald_61_f.jpg,0.36557677
6865_ThomasTerry_58_m.jpg,0.35443467
2504_DonJohnson_26_m.jpg,0.3340123
8327_RichardCrenna_48_m.jpg,0.4089577
13778_RitaHayworth_29_f.jpg,0.658403
1897_AlanYoung_89_m.jpg,0.33999076
11815_AnjelicaHuston_34_f.jpg,0.41113475
8552_CliffRobertson_37_m.jpg,0.27123812
8732_RichardAttenborough_32_m.jpg,0.6043991
13697_NormaShearer_37_f.jpg,0.35109383
11218_PiaLindstrom_22_f.jpg,0.4003965
3002_WoodyAllen_75_m.jpg,0.35322765
7973_GilbertRoland_46_m.jpg,0.37118587
9944_AliMacGraw_73_f.jpg,0.81603634
3070_BruceWillis_31_m.jpg,0.65677005
9738_DorisDay_66_f.jpg,0.62889653
15516_JeanetteMacDonald_61_f.jpg,0.54830307
6865_ThomasTerry_58_m.jpg,0.35359856
2504_DonJohnson_26_m.jpg,0.49839154
8327_RichardCrenna_48_m.jpg,0.4006071
13778_RitaHayworth_29_f.jpg,0.42276144
1897_AlanYoung_89_m.jpg,0.44490752
11815_AnjelicaHuston_34_f.jpg,0.2845406
8552_CliffRobertson_37_m.jpg,0.6317364
8732_RichardAttenborough_32_m.jpg,0.32344183
13697_NormaShearer_37_f.jpg,0.24542938
11218_PiaLindstrom_22_f.jpg,0.5908214
3002_WoodyAllen_75_m.jpg,0.6279211
7973_GilbertRoland_46_m.jpg,0.4800316
9944_AliMacGraw_73_f.jpg,0.45519152
3070_BruceWillis_31_m.jpg,0.6603086
9738_DorisDay_66_f.jpg,0.3537884
15516_JeanetteMacDonald_61_f.jpg,0.36601946
6865_ThomasTerry_58_m.jpg,0.36233395
2504_DonJohnson_26_m.jpg,0.5480899
8327_RichardCrenna_48_m.jpg,0.29503155
13778_RitaHayworth_29_f.jpg,0.51165366
1897_AlanYoung_89_m.jpg,0.56516016
11815_AnjelicaHuston_34_f.jpg,0.32337382
8552_CliffRobertson_37_m.jpg,0.33746442
8732_RichardAttenborough_32_m.jpg,0.49807438
13697_NormaShearer_37_f.jpg,0.39114094
11218_PiaLindstrom_22_f.jpg,0.5923611
3002_WoodyAllen_75_m.jpg,0.29319754
7973_GilbertRoland_46_m.jpg,0.5857551
9944_AliMacGraw_73_f.jpg,0.5151915
3070_BruceWillis_31_m.jpg,0.6335538
9738_DorisDay_66_f.jpg,0.29455993
15516_JeanetteMacDonald_61_f.jpg,0.42005363
6865_ThomasTerry_58_m.jpg,0.48560855
2504_DonJohnson_26_m.jpg,0.46694133
8327_RichardCrenna_48_m.jpg,0.31297868
13778_RitaHayworth_29_f.jpg,0.72914773
1897_AlanYoung_89_m.jpg,0.27935037
11815_AnjelicaHuston_34_f.jpg,0.3779459
8552_CliffRobertson_37_m.jpg,0.5768171
8732_RichardAttenborough_32_m.jpg,0.38084173
13697_NormaShearer_37_f.jpg,0.71422094
11218_PiaLindstrom_22_f.jpg,0.3750327
3002_WoodyAllen_75_m.jpg,0.31930196
7973_GilbertRoland_46_m.jpg,0.35261324
9944_AliMacGraw_73_f.jpg,0.4072045
3070_BruceWillis_31_m.jpg,0.500412
9738_DorisDay_66_f.jpg,0.52365744
15516_JeanetteMacDonald_61_f.jpg,0.50446534
6865_ThomasTerry_58_m.jpg,0.39712626
2504_DonJohnson_26_m.jpg,0.43613505
8327_RichardCrenna_48_m.jpg,0.3275195
13778_RitaHayworth_29_f.jpg,0.61800504
1897_AlanYoung_89_m.jpg,0.64217204
11815_AnjelicaHuston_34_f.jpg,0.43908843
8552_CliffRobertson_37_m.jpg,0.34632218
8732_RichardAttenborough_32_m.jpg,0.438116
13697_NormaShearer_37_f.jpg,0.4481395
11218_PiaLindstrom_22_f.jpg,0.49348688
3002_WoodyAllen_75_m.jpg,0.32367474
7973_GilbertRoland_46_m.jpg,0.31799203
9944_AliMacGraw_73_f.jpg,0.34281123
3070_BruceWillis_31_m.jpg,0.5595971
9738_DorisDay_66_f.jpg,0.32593957
15516_JeanetteMacDonald_61_f.jpg,0.46330088
6865_ThomasTerry_58_m.jpg,0.6220079
2504_DonJohnson_26_m.jpg,0.31962678
8327_RichardCrenna_48_m.jpg,0.30010355
13778_RitaHayworth_29_f.jpg,0.42980978
1897_AlanYoung_89_m.jpg,0.6161412
11815_AnjelicaHuston_34_f.jpg,0.38168716
8552_CliffRobertson_37_m.jpg,0.64554787
8732_RichardAttenborough_32_m.jpg,0.3242661
13697_NormaShearer_37_f.jpg,0.38478467
11218_PiaLindstrom_22_f.jpg,0.22576147
3002_WoodyAllen_75_m.jpg,0.28899223
7973_GilbertRoland_46_m.jpg,0.36334395
9944_AliMacGraw_73_f.jpg,0.38466272
3070_BruceWillis_31_m.jpg,0.49709865
9738_DorisDay_66_f.jpg,0.41793913
15516_JeanetteMacDonald_61_f.jpg,0.44466168
6865_ThomasTerry_58_m.jpg,0.43468648
2504_DonJohnson_26_m.jpg,0.5250181
8327_RichardCrenna_48_m.jpg,0.38403416
