Image,MS,Qscore
Jean-Claude_Trichet/Jean-Claude_Trichet_0002.jpg,0.13,0.6764468
Arnoldo_Aleman/Arnoldo_Aleman_0005.jpg,0.16,0.8652297
Natalie_Maines/Natalie_Maines_0005.jpg,0.57,0.73083055
Susan_Sarandon/Susan_Sarandon_0001.jpg,0.39,0.27732334
Alejandro_Avila/Alejandro_Avila_0002.jpg,0.28,0.39303267
Lisa_Ling/Lisa_Ling_0001.jpg,0.56,0.581558
Anthony_Hopkins/Anthony_Hopkins_0001.jpg,0.23,0.34734976
Natalie_Maines/Natalie_Maines_0002.jpg,0.38,0.3948519
Lisa_Marie_Presley/Lisa_Marie_Presley_0004.jpg,0.46,0.42421615
Paul_Martin/Paul_Martin_0003.jpg,0.18,0.6581118
Javier_Weber/Javier_Weber_0002.jpg,0.54,0.100110665
Ricardo_Sanchez/Ricardo_Sanchez_0006.jpg,0.5,0.67655706
Richard_Armitage/Richard_Armitage_0006.jpg,0.34,0.38415056
George_Clooney/George_Clooney_0006.jpg,0.3,0.4481867
Alberto_Fujimori/Alberto_Fujimori_0002.jpg,0.12,0.61722517
Tom_Daschle/Tom_Daschle_0023.jpg,0.33,0.6665618
Eva_Dimas/Eva_Dimas_0001.jpg,0.13,0.8662676
Paul_ONeill/Paul_ONeill_0002.jpg,0.34,0.17145151
Bob_Hope/Bob_Hope_0001.jpg,0.26,0.6022184
Joan_Claybrook/Joan_Claybrook_0001.jpg,0.45,0.67968345
Rob_Lowe/Rob_Lowe_0002.jpg,0.43,0.30010974
Paul_Martin/Paul_Martin_0006.jpg,0.16,0.7431788
Ismail_Merchant/Ismail_Merchant_0002.jpg,0.12,0.30637667
Boris_Becker/Boris_Becker_0003.jpg,0.35,0.40943542
Michelle_Pfeiffer/Michelle_Pfeiffer_0003.jpg,0.62,0.4378344
Jason_Lezak/Jason_Lezak_0002.jpg,0.31,0.6639385
Carolina_Kluft/Carolina_Kluft_0001.jpg,0.59,0.4863375
Brad_Johnson/Brad_Johnson_0001.jpg,0.67,0.3464962
Victoria_Clarke/Victoria_Clarke_0001.jpg,0.28,0.67622644
Arye_Mekel/Arye_Mekel_0001.jpg,0.28,0.5778442
Rob_Marshall/Rob_Marshall_0003.jpg,0.22,0.18858854
Rio_Ferdinand/Rio_Ferdinand_0001.jpg,0.65,0.3415086
Eric_Clapton/Eric_Clapton_0002.jpg,0.13,0.5319451
Ian_Thorpe/Ian_Thorpe_0010.jpg,0.2,0.41467696
George_HW_Bush/George_HW_Bush_0007.jpg,0.21,0.9154576
Vladimir_Putin/Vladimir_Putin_0039.jpg,0.2,0.78334427
Vladimiro_Montesinos/Vladimiro_Montesinos_0001.jpg,0.44,0.68669915
Makhdoom_Amin_Fahim/Makhdoom_Amin_Fahim_0002.jpg,0.24,0.1507855
Cathy_Freeman/Cathy_Freeman_0001.jpg,0.41,0.74864036
Olivia_Newton-John/Olivia_Newton-John_0002.jpg,0.16,0.24681872
Jean_Chretien/Jean_Chretien_0003.jpg,0.31,0.63657993
George_HW_Bush/George_HW_Bush_0004.jpg,0.18,0.72674584
George_Clooney/George_Clooney_0008.jpg,0.18,0.26452368
Mark_Schweiker/Mark_Schweiker_0001.jpg,0.18,0.38428342
Paula_Radcliffe/Paula_Radcliffe_0006.jpg,0.75,0.50794405
Martha_Burk/Martha_Burk_0002.jpg,0.11,0.5650605
Don_Nickles/Don_Nickles_0002.jpg,0.18,0.8758224
Janet_Thorpe/Janet_Thorpe_0001.jpg,0.25,0.56671077
Vojislav_Kostunica/Vojislav_Kostunica_0006.jpg,0.29,0.29803526
Juan_Carlos_Ferrero/Juan_Carlos_Ferrero_0006.jpg,0.45,0.26591367
Bernard_Lord/Bernard_Lord_0001.jpg,0.07,0.6533786
Rick_Perry/Rick_Perry_0006.jpg,0.23,0.77292734
Tracee_Ellis_Ross/Tracee_Ellis_Ross_0002.jpg,0.15,0.16910762
Rob_Marshall/Rob_Marshall_0001.jpg,0.14,0.28279763
Salman_Rushdie/Salman_Rushdie_0003.jpg,0.2,0.74583405
Eddy_Merckx/Eddy_Merckx_0002.jpg,0.1,0.7405911
Emmanuelle_Beart/Emmanuelle_Beart_0002.jpg,0.16,0.25014737
Thabo_Mbeki/Thabo_Mbeki_0005.jpg,0.35,0.45456594
Zoran_Djindjic/Zoran_Djindjic_0003.jpg,0.28,0.2577897
Leonardo_DiCaprio/Leonardo_DiCaprio_0007.jpg,0.31,0.27600634
Ray_Romano/Ray_Romano_0009.jpg,0.58,0.19467942
Ian_Thorpe/Ian_Thorpe_0006.jpg,0.31,0.8902092
Tom_Craddick/Tom_Craddick_0004.jpg,0.4,0.775511
Meryl_Streep/Meryl_Streep_0013.jpg,0.36,0.47444537
Hitomi_Soga/Hitomi_Soga_0003.jpg,0.17,0.63147694
Ruben_Studdard/Ruben_Studdard_0001.jpg,0.22,0.39678028
Rick_Perry/Rick_Perry_0002.jpg,0.56,0.6406351
John_Kerry/John_Kerry_0001.jpg,0.29,0.33929616
Lars_Von_Trier/Lars_Von_Trier_0001.jpg,0.19,0.258156
Padraig_Harrington/Padraig_Harrington_0003.jpg,0.5,0.5963341
Ricardo_Sanchez/Ricardo_Sanchez_0005.jpg,0.23,0.44122285
John_Bolton/John_Bolton_0008.jpg,0.33,0.8409194
Tom_Hanks/Tom_Hanks_0009.jpg,0.36,0.68345964
Olesya_Bonabarenko/Olesya_Bonabarenko_0002.jpg,0.06,0.21528232
Justin_Timberlake/Justin_Timberlake_0004.jpg,0.29,0.7968538
Sharon_Stone/Sharon_Stone_0004.jpg,0.21,0.2703133
Cameron_Diaz/Cameron_Diaz_0003.jpg,0.41,0.5785089
Lee_Hoi-chang/Lee_Hoi-chang_0003.jpg,0.23,0.22446483
Paul_Martin/Paul_Martin_0002.jpg,0.18,0.78506905
Debra_Messing/Debra_Messing_0001.jpg,0.41,0.41881466
Ben_Affleck/Ben_Affleck_0006.jpg,0.39,0.5956687
Amanda_Bynes/Amanda_Bynes_0002.jpg,0.26,0.54486763
Pupi_Avati/Pupi_Avati_0002.jpg,0.3,0.5475721
Magui_Serna/Magui_Serna_0002.jpg,0.19,0.50759554
Joschka_Fischer/Joschka_Fischer_0009.jpg,0.29,0.49690294
Harry_Belafonte/Harry_Belafonte_0001.jpg,0.21,0.10911314
Gwendal_Peizerat/Gwendal_Peizerat_0002.jpg,0.54,0.5125613
Tang_Jiaxuan/Tang_Jiaxuan_0001.jpg,0.22,0.60569596
Jack_Grubman/Jack_Grubman_0001.jpg,0.24,0.3321476
Ilan_Ramon/Ilan_Ramon_0003.jpg,0.54,0.6383806
Amelia_Vega/Amelia_Vega_0007.jpg,0.15,0.51956385
Rick_Perry/Rick_Perry_0003.jpg,0.26,0.8534545
Sandra_Bullock/Sandra_Bullock_0002.jpg,0.35,0.21011274
Howard_Schultz/Howard_Schultz_0002.jpg,0.1,0.72575706
Ozzy_Osbourne/Ozzy_Osbourne_0003.jpg,0.54,0.5477802
Bob_Hope/Bob_Hope_0002.jpg,0.53,0.56969196
Eric_Rosser/Eric_Rosser_0001.jpg,0.2,0.3001293
Tom_Hanks/Tom_Hanks_0004.jpg,0.25,0.8336396
Rolandas_Paksas/Rolandas_Paksas_0001.jpg,0.41,0.09343263
Barbara_Walters/Barbara_Walters_0001.jpg,0.17,0.4893556
Renee_Zellweger/Renee_Zellweger_0002.jpg,0.22,0.31613502
Yashwant_Sinha/Yashwant_Sinha_0005.jpg,0.27,0.5026861
Peter_Bacanovic/Peter_Bacanovic_0001.jpg,0.22,0.56610346
Julio_Iglesias_Jr/Julio_Iglesias_Jr_0002.jpg,0.14,0.48207787
Boris_Becker/Boris_Becker_0002.jpg,0.15,0.5474375
Eileen_Coparropa/Eileen_Coparropa_0003.jpg,0.12,0.3243785
Thomas_Malchow/Thomas_Malchow_0001.jpg,0.24,0.21257243
Ozzy_Osbourne/Ozzy_Osbourne_0001.jpg,0.7,0.16141254
Madonna/Madonna_0002.jpg,0.54,0.8483069
Kate_Capshaw/Kate_Capshaw_0002.jpg,0.29,0.53473544
Bill_Frist/Bill_Frist_0001.jpg,0.26,0.60806596
George_Ryan/George_Ryan_0001.jpg,0.28,0.66010576
Aaron_Peirsol/Aaron_Peirsol_0001.jpg,0.17,0.746204
Jon_Voight/Jon_Voight_0001.jpg,0.29,0.13064392
Francisco_Flores/Francisco_Flores_0003.jpg,0.3,0.8002448
David_Dodge/David_Dodge_0002.jpg,0.68,0.39630988
Martin_McCauley/Martin_McCauley_0001.jpg,0.08,0.40961313
Ben_Affleck/Ben_Affleck_0001.jpg,0.4,0.63605803
Emmanuelle_Beart/Emmanuelle_Beart_0003.jpg,0.18,0.3697841
Amelie_Mauresmo/Amelie_Mauresmo_0021.jpg,0.72,0.11988639
Steve_Park/Steve_Park_0001.jpg,0.57,0.52963305
Chris_Bell/Chris_Bell_0001.jpg,0.3,0.7230737
Juan_Carlos_Ferrero/Juan_Carlos_Ferrero_0016.jpg,0.33,0.801583
Tammy_Lynn_Michaels/Tammy_Lynn_Michaels_0001.jpg,0.23,0.6808643
Ludivine_Sagnier/Ludivine_Sagnier_0001.jpg,0.63,0.42462835
Paul_ONeill/Paul_ONeill_0005.jpg,0.26,0.2572071
Ali_Naimi/Ali_Naimi_0003.jpg,0.26,0.28134385
Derek_Lowe/Derek_Lowe_0002.jpg,0.54,0.57875156
Moshe_Katsav/Moshe_Katsav_0001.jpg,0.3,0.88386595
Paul_Martin/Paul_Martin_0001.jpg,0.35,0.5201784
